place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,이용요금,접근로,출입통로,장애인 주차 안내,엘리베이터,휠체어,수유실,유모차,화장실,오디오 가이드,review,판매 품목,점자 홍보물,이용가능시설,주차요금,입장료,지정현황,지체장애 기타 상세,시설이용료,체험가능 연령,대중 교통,규모,개장기간,주차 요금,이용 시기,부대시설,주요시설,대여안내,객실,할인 정보,수용인원,시각장애 기타상세,영업시간,좌석수,대표메뉴,취급메뉴,보유장비,보조견 동반,점자 블록,코스안내,관람석,매표소,안내 요원,입점브랜드,청각 장애 기타상세,입실시간,퇴실시간,객실내 취사 여부,객실수,예약안내,예약안내 홈페이지,식음료장,객실유형,사우나실 여부,캠프파이어 여부,바비큐장여부,세미나실 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,유아용보조의자,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,유도안내 설비,영유아가족 기타상세,체험
여수시문화원,"삼국시대부터 사람이 거주했던 여수는 통일 신라시대에 작은 마을에 불과하여 고으리라고 하였다가 고려 태조 23년(940) 처음으로 여수라 했다고 전한다. 여말 선초부터 수군기지로 부각되기 시작한 여수는 성종 10년(1479)에 전라좌수영으로 승격되고, 고종 32년(1895) 혁파되기까지 417년 동안이나 남해안 방어의 주진으로 국방상 중요한 임무를 다해왔다. 또한, 1948년 여, 순 사건 발발로 이념 싸움의 비극을 경험하기도 하였다. 이처럼 여수는 오래된 역사와 지리적 위치에 따른 다양한 지역문화가 발전하였다. 이에 여수시문화원은 지역의 고유문화 전승과 발전을 위해 향토유물 자료관 운영, 유적지 순례 등 지역의 역사를 배우고 향토 문화를 계승하여 현대 문화와 접목시키는 사업을 시행하고 있다.",,,전라남도 여수시 이순신광장로 200-7 (종화동),"10:00~17:00
※ 계절별 운영시간 상이하므로 문의 필요",매주 토요일~일요일,가능,프로그램별 상이함,출입구까지 경사로가 설치되어 있음_무장애 편의시설,주출입구는 경사로가 있어 휠체어 접근 가능함,,엘리베이터 있음,,,,장애인 전용 화장실 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순천시 농산물도매시장,"친환경농산물 경매장으로 널리 알려진 순천시 농산물도매시장은 친환경 농산물을 취급하는 상인들이 주로 찾는 곳이다. 또한 경매장 입구에서는 신선한 과일과 채소를 소매로 판매하기 때문에 인근 지역주민들도 널리 이용하고 있다. 순천 일대의 농산물을 비롯하여 전국 각지에서 재배하는 농산물을 취급하고 있어, 다양한 과일과 채소를 한자리에서 만나볼 수 있다. 493대의 차량을 주차할 수 있는 정도로 넓은 주차 공간을 확보하고 있어 접근이 용이하고 건조수산물시장, 농자재판매장 및 식당도 갖추고 있어 다양한 쇼핑이 가능하다.",,https://market.sc.go.kr/,전라남도 순천시 해룡면 해광로 1,07:00~19:00,매주 일요일 / 법정공휴일,가능,,,,,,,,,,,,과일 / 채소 / 수산물 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고소동 천사벽화마을,"고소동 벽화마을은 여수에서 가장 오래된 자연부락으로, 언덕에 자리해 바다와 돌산대교, 거북선대교가 한눈에 들어온다. 임진왜란 당시에는 충무공 이순신 장군이 작전을 세우고 명령을 내리던 역사적인 곳이기도 하다. 2012 여수엑스포를 계기로 여수시와 고소동 주민들이 힘을 합쳐 담벼락에 벽화를 채우고 지리적 이점을 활용해 관광명소화 했다. 진남관부터 고소동 언덕을 지나 여수해양공원에 이르는 길이가 1,004m라서 천사벽화골목이라고도 불린다. 골목은 7개 구간으로 나누어 여수엑스포 주제인 ‘해양’에 관련된 이야기를 비롯해 여수지역 역사와 문화, 풍경 그리고 이순신 장군과 수군들에 관한 그림 등을 벽화에 담았다. 전망 쉼터가 있으니 잠시 앉아 숨을 고르기 좋다. 마을 안에 자리한 충무공 대첩비각도 놓칠 수 없는 볼거리이다. 이곳에는 이순신 장군의 전적을 기린 좌수영대첩비(통제이공 수군대첩비·보물)와 장군의 덕을 추모하는 타루비(보물)가 있다. 벽화골목이 끝나는 곳에는 여수해양공원이 있다. 여수 시민이 주말 나들이 장소로 즐겨 찾는 이곳은 밤에 특히 아름답다.",,http://tour.yeosu.go.kr,전라남도 여수시 종화동,상시 개방,연중무휴,가능,,,,,,,,,,,"더운날씨만 아니었다면 모든 구간을 다 돌수 있었겠지만, 너무 아쉬웠어요. 군데군데 유적지도 있고 카페도 있고 특히 마술관이 자리하고 있어 더 좋았답니다. 이순신광장에 갔다가 들른 곳이에요. 멀리서 보고 아기자기한 골목느낌이길래 올라갔다가 중간 중간 바다 뷰도 보고 좋았어요! 바다 뷰와 다른 명소들도 보일만큼 시야가 트인 곳이라 시간 나시면 가보는거 추천해요. 사람도 없는 편이어서 낮에 여유롭게 걷기 좋았어요. 그리고 다른 명소들이랑 위치적으로도 가기 좋아요. 골목이 아기자기하고 너무 예뻤어요 소품샵도 많고 재밌어요 알록달록 이쁜 벽화를 보면서 오르는데 덥지만 즐겁더라구요. 인생사진도 찍고 왔는데 덥지만 즐거웠습니다. ^^ 다른분들은 여유롭게 다녔다는데 저희는 시간이 촉박해서 어서 보려고 완젼 하드코스로 다녀왔어요 ㅜㅜ 원래 계획했던게 아니라 가던길에 있어서.. 급히 올라갔더니..정상에 오르고보니 완젼 땀범벅... 그래도.. 벽화들..너무 예쁘더라구요...다양하게 그려서 구경하는 재미도 있었습니다. 오르락 내리락 벽화를 보며 가족들과 동네 산책하기 좋았어요 . 알록달록 색도 예쁘고 볕이 잘 들어 편하고 힐링이 되주는 곳이었습니다. 여수 천사벽화마을 여유롭게 둘러보기 좋고 중간에 카페에 가서 커피마시면서 풍경을 보는 것도 좋았어요. 다음에 또 가고 싶어요!!",,,,,무료,,,,전 연령,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화태도,"화태도는 1580년경 소영길이 돌산에서 이중하여 30여 년 살다가 광주로 이주하여 일시 무인도가 되었다. 1610년경 고흥에서 박경사, 순천에서 김영진, 소라에서 황동주 각각 이주하여 마을이 형성되었다. 임진왜란 당시 왜병이 쳐들어오는 것을 돌산도에서 알렸다 하여 췻대섬이라 부르기도 하였다. 1600년경에는 파태도라고 불렸으며 뽕나무가 자라는 섬이라고 「조선왕조실록」에 기록되어 있다. 이후 마을 뒷산의 이름이 노적산인데 군량미 적재 지역으로 위장하였다 하여 벼 이삭 수(穗) 자를 써서 수태섬이라 하였다. 현재는 의미가 없는 벼 화자를 써서 화태도가 되었다. 2015년 12월 22일에 화태 대교가 개통되어 연륙섬이 되었다.",,https://www.yeosu.go.kr/tour,전라남도 여수시 남면 화태리,상시 개방,연중무휴,,,,,,,,,,,,"여수시 남면 화태도 면적2.171km2 해안선 17km 가구수177 인구374명 조그맣고 아담한섬 화태도 갯가길 둘레길 가기위해 대전서 출발 10:50 도착 1구간 치끝~월전 3.2km 2구간 월전~둑정항 1.7km 3구간 둑정항~묘두 3.8km 4구간 묘두~벌금 2,8km 5구간 벌금~화태대교 2.2km 총13.7km 1구간 들어가는곳은 기분좋게 출발해가는데 포구 끝에가보니 길이없다 치끝 안내표지판 있고 둘레길 입구표시가없다...찾아보니 표지판옆 잡풀을 제거하지않아 길이 보이지않아 처음부터 고생..그나마 치끝~둑정항까지는 괜찮다고 할수있다 .여유를 가지며 바다 조망도 구경하면서... 문제는 둑정항에서 시작되는 구간 둘레길을 찾지못해 같이간 일행중 한분이 GPS로 처음 둘레길 만들었을때 지도를 검색하며 나가기로 여성분들과일부 회원은 둑정항에서 나와 잡풀과 칡넝쿨 밭을 빠져나와 중간 도로에서 탈출 나머지 남성6명은 끝까지 도전 ..정강이는 상처나고 바지는 나무가지에 걸려 찌져지고 한마디로 관리 하지 못할것 같으면 차라리 갯가길 없애는 것이 좋을듯하다 이정표 부재 화장실 음료수 하나 제대로 사먹을 만 힌것없다(일반 등산로 같이 리본 표시 시그널 이라도 달아놓았으면)14:50 시작점 치끝까지 완주 약 11.4km ※9월30일 10:30쯤 여수시청 담당자에게 건의할까 전화 드렸는데 담당부서 까지는 연결되었는데 담당자 부재 전화받은 분이 담당자 들어오면 나에게 연락을 줄수있도록 해준다더니 이제껏 연락 없음...
닫기 자연이진짜 잘보존되어잇어 놀랐어요, 아이와 다녀왔는데 도로도 잘되어있구 경관이멋져서 힐링했네요 화태도는 멋진 화태대교를 지나면 나오는 섬입니다. 파도가 거세지 않은 바다가 이쁜 곳이네요. 어촌마을이라 낚시 가능하시고 가두리양식업과 어선어업이 활발한 곳입니다 화태도 바닷가 식당에서 먹은 매운탕을 잊을 수 없어요 그곳에서 먹은 매운탕 덕분에 생선매운탕 매니아 됐습니다 화태도는 안가봤는데!! 가보고싶네요",,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두문포,"여수 돌산에 자리한 두문포는 죽포항과 두문포 방파제를 일컫는 작은 어항이다. 알록달록 꾸며놓은 포토존 덕분에 한국의 베니스라 불리는데 곤돌라 모양의 벤치와 이국적인 조형물들이 길게 조성되어 있다. 조형물 사이사이에는 외국의 랜드마크와 더불어 우리나라의 첨성대, 숭례문 등 다양한 건축물들이 숨어 있어 보는 재미를 더한다. 잘 알려지지 않아 한적한 여행을 즐길 수 있고 바다를 배경 삼아 인생 샷을 남길 수도 있다",,https://www.yeosu.go.kr/tour,전라남도 여수시 돌산읍 죽포리,상시 개방,연중무휴,가능,,,,,,,,,있음,,"여수시를 여행하며 방문한 두문포(죽포항)은 바다의 풍경이 아름다웠습니다. 한국의 베니스라고 하네요. 아직은 많이 알려지지 않은 예쁜 어촌마을 한국의 베니스마을 두문마을 아기자기하게 벽화, 타일벽화, 무지개연석, 방파제 다양한 조형물들 사진찍기 좋은 곳이 많아서 좋았답니다.",,,포토존 / 전망대,무료,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산공원,"여수 무선지구에 위치한 성산공원은 1997년 농업용수를 공급하던 저수지를 둘러싸고 조성한 공원으로 총면적 70,840㎡ 중 호수 면적 27,400㎡에 달하는 거대한 호수가 가운데 자리 잡고 있다. 잔디마당, 장미 정원, 공연장, 운동장, 놀이터 등의 시설을 이용할 수 있고, 봄과 여름을 아름답게 꾸며주는 장미 정원과 250여 그루의 편백이 식재되어 있어 산책하기 좋은 공원이다. 성산공원의 밤은 더 로맨틱한데, 호수 위에 60여 개의 LED 달빛 조명을 설치해 마치 달이 호수 위에 떠 있는 듯한 장면을 연출해 환상적인 분위기를 자아낸다. 2021년 10월에 호수를 건널 수 있는 인도교와 호수 주변 산책로를 조성하고 편안한 휴식 공간 제공을 위한 리모델링으로 더 편리해졌다.",,여수문화관광 https://www.yeosu.go.kr/tour,전라남도 여수시 화산로 89 (화장동),상시 개방,연중무휴,"가능
요금 (무료)",,,,,,,,,가능 (남녀 구분),,,,,잔디마당 / 장미정원 / 공연장 / 운동장 / 놀이터,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오림터널,"오림터널은 KTX 전라선이 개통되면서 폐선된 옛 기찻길을 공원으로 조성했다. 터널의 형태나 재료로 미루어 일제강점기에 건설되었을 것으로 추정되는데, 그 때문인지 어두운 터널을 지나 밝은 빛을 만났을 때 깊은 감동마저 느껴진다. 칙칙폭폭 기차가 달리던 옛 터널 속을 두 발로 걷는 기분도 색다르지만, 내부 대피공간을 활용한 이색 갤러리는 보는 즐거움까지 더한다. 전라선의 옛 모습을 담은 사진부터 여수지역 예술가들의 시와 서예, 한국화, 문인화, 서양화 등 전시된 작품도 다양하다. 오림터널은 여수의 역사와 자연, 문화예술이 어우러진 자전거길로도 사랑받는데, 이 길은 만흥공원에서 시작해 오림터널을 지나 덕양교까지 총길이 16.1㎞에 이른다. 자전거를 이용할 경우 오림터널에서 만흥공원 방면이 내리막길이라 더 수월하다.",,https://www.yeosu.go.kr/tour,전라남도 여수시 오림동 512-6,상시 개방,연중무휴,,,,,,,,,,있음 (간이화장실),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만흥공원,"만흥공원은 지난 2011년 KTX 전라선이 개통됨에 따라 폐선 된 전라선 옛 기찻길 공원화 사업을 통해 조성됐다. 현재 구 덕양역 인근 덕양교까지 16.1㎞의 자전거도로와 산책로가 개통되었다. 이 구간은 모두 기찻길을 활용했기 때문에 급한 경사로 없이 완만한 코스로 이루어졌다. 특히 만흥공원에는 옛 기찻길의 추억을 담은 설치미술 작품 <철길이 숲길로> 등 5점의 작품이 자리한다. 더불어 700여 주의 가로수가 울창한 초록빛을 뽐내며 시민들에게 특별한 휴식처를 제공한다. 만흥공원은 여수해양레일바이크 주차장과 바로 연결되어 있는데, 덕분에 발아래로 만성리 검은 모래 해변을 눈에 담을 수 있다. 여수의 아름다운 자연과 감성을 자극하는 문화 예술, 기찻길에 쌓인 역사가 한데 어우러진 공원인 셈이다.",,https://www.yeosu.go.kr/tour,전라남도 여수시 만흥동 산258-9,상시 개방,연중무휴,가능,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,,,,,,장애인 화장실 있음_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소호항,"우리나라 최대의 홍합 산지인 소호항에는 해안로를 따라 길게 줄지어 있는 홍합 작업장이 있다. 청정 가막 만에서 채취한 홍합은 소호항 어민들에 의해 세밀한 선별 작업을 거친 뒤 수산시장을 통해 유통된다. 제철인 1월에 가면 산더미처럼 홍합이 쌓여있는 진풍경을 마주할 수 있다. 바다 너머 가덕도와 장도를 바라보며 한적하게 산책할 수 있는 데크 길도 조성되어 있다. 방파제를 따라 걷다 보면 충무공 이순신 장군이 활동했던 곳이자, 거북선이 출정하던 선소를 만날 수 있다.",,,전라남도 여수시 소호동 1211,상시 개방,,가능,,,,,,,,,있음,,소호동이 야간에 산책하기가 정말 좋아요 조용하면서 북적북적대지 않은 분위기가 있고 해안도로가 쭉 이어져 있어서 자전거 타기에도 좋아요 맛집 카페도 많고 이순신대교타고 웅천으로 바로 갈수 있어서 전체적으로 산책하기에 너무 좋습니다,,,소호동동다리,무료,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만재도,"원래는 진도군 조도면에서 1983년 신안군 흑산면에 속하였다. 1700년경 평택 임 씨 임충재가 진도에서 이주해와 마을이 형성되었으며 그 후 김해 김 씨가 들어왔다고 전한다. 재물을 가득 실은 섬 또는 해가 지면 고기가 많이 잡힌다 하여 만재도라 하였다 한다. 돔 낚시터로 유명하며 김, 미역, 톳 등 각종 해조류와 우럭, 장어, 전복, 홍합 등이 많이 난다. 해조류 채취로 놓은 소득을 올리고 있다. 최근 방영되었던 tvN의 <삼시세끼> 촬영지로도 유명하다. 신안 만재도 주상절리가 천연기념물로 지정될 정도로 학술적, 경관적으로도 의미가 있는 섬이다.",,신안군청 https://www.shinan.go.kr/home,전라남도 신안군 흑산면 만재도길 36-8,상시 개방,연중무휴,가능,,,,,,,,,,,"한 번은 가볼 만합니다. 굉장히 작고 조용한 섬이라 1박으로 충분합니다(아주 넉넉잡아 2박). ""산""이라고 할 만한 곳이 총 세 군데 있는데, 등대가 있는 곳(최고봉) 이외에는 등산로가 없습니다. ""열기""라는 특산 생선이 유명한가 보던데 나중에 사먹어 보려고요. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
