place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,주차 요금,이용요금,화장실,시설이용료,접근로,지체장애 기타 상세,유모차,출입통로,장애인 주차 안내,휠체어,수유실,대중 교통,지정현황,이용가능시설,판매 품목,주차요금,엘리베이터,점자 홍보물,오디오 가이드,시각장애 기타상세,객실,청각 장애 기타상세,체험가능 연령,이용 시기,수용인원,규모,관람석,할인 정보,주요시설,입실시간,퇴실시간,식음료장,객실수,예약안내,객실유형,부대시설,개장기간,대여안내,객실내 취사 여부,예약안내 홈페이지,바비큐장여부,자전거 대여 여부,노래방 여부,세미나실 여부,입점브랜드,강습안내,유아용보조의자,보유장비,큰활자 홍보물,청각장애 기타상세,점자 블록,안내 요원,보조견 동반,매표소,코스안내,영업시간,대표메뉴,취급메뉴,유도안내 설비,스포츠 시설 여부,좌석수,영유아가족 기타상세,체험
강릉 주문진종합시장,"주문진 종합시장은 대지 13,023㎡, 건물연면적 12,280㎡, 매장면적 8,551.3㎡, 108개의 점포가 있으며 식품, 의류, 잡화 수산물, 농특산물 등을 판매하고 있다. 상가주택복합형시장으로 시장 내부가 넓어 구경하기에도 편리하고 장을 보기도 좋다. 2006년에 문을 연 주문진 종합시장은 2009년 11월 종합시장 아케이트를 설치하고 전기, 통신, 설비 등 현대화 시설로 탈바꿈했다.
전국직능경제인들의 연합체인 ‘전통시장 서민경제살리기 국민운동본부’ 회원들로부터 전통시장 방문 대상지 선호도 1위에 뽑히기도 했다. 관광객 집객 형태의 전통시장으로 해마다 복요리축제, 오징어축제 등이 열린다.",,https://www.gn.go.kr/,강원특별자치도 강릉시 구시장길 8-1,07:00~20:00 (점포별 상이함),점포별 상이함,"가능 (주문진 중앙공원 주차장 / 소형 76대)
요금 (유료)",,"주문진시장에서 건어물사는것을추천합니다 질도좋고 가격도 좋더라구요 가족들과 같이 구경하기도좋았어요 주문진시장에 회, 생선이 싸고좋습니다 현지인들도 많이와서 사가고 싱싱함이 으뜸이라 좋아합니다 생각보다 크고길어서 시간보내기 좋아 가족여행에 자주들립니다 물회 사러 갔는데 유명식당들 보다 엄청 싸고 맛있어요.",,,,,출입구에 턱이 없어 휠체어 접근 가능,,,출입구에 턱이 없음,"위치 : 지상주차장/종합시장 방면 공영 주차장, 개수 : 2대",,,주문진시장 정류장 앞,,,식품 / 의류 / 잡화 / 수산물 / 농특산물 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자연아놀자 체험학습박물관,"자연아 놀자 체험학습박물관은 강릉시 포남동에 위치하고 있으며, 다양한 생물들을 보고, 듣고, 느끼며 생태 체험을 할 수 있어 아이들에게 특별한 추억을 만들어 줄 수 있는 박물관이다. 이 박물관에서는 다양한 생물들의 전시프로그램을 제공하며 곤충, 포유류, 갑각류 등의 체험학습을 할 수 있다. 자연의 소중함과 주변 동식물과 교감을 나눌 수 있다. 내부는 어류관과 파충류관, 곤충양서관 등으로 이루어져 있어 다양한 생물들을 만나볼 수 있다.",,https://blog.naver.com/mobaone,강원특별자치도 강릉시 난설헌로 105,10:00~19:00 (입장 마감 17:30),"매주 수요일 (단, 수요일이 연휴 또는 공휴일인 경우 정상운영)",가능,,"다녀왔는데, 많은 동물들이 있어 보기 좋았습니다. 다만 그렇게까지 많은 동물이 있지는 않더라구요... 다 갇혀만 있는게 마음이 안 좋았달까 .. 분양도 직접 하고 계신 것 같았어요. 저렴한 가격에 체험하시고 싶으신 분들 추천합니다!",,"10,000원",,,,,,,,,,모안이 서낭당 정류장에서 210m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강릉 복사꽃마을,"복사꽃 마을은 주문진 바닷가에서 4㎞ 내에 위치해 있는 숨은 진주와 같은 무공해 청정마을이다. 영동지역 최대 과수마을답게 사계절 풍부한 과일을 생산해 내고 농촌체험 휴양마을로 많은 관광객들이 찾는 곳이다. 전통놀이 체험, 과수원길 걷기 등 다양한 체험을 운영한다. 매년 봄에는 복사꽃축제가 열려 동네 곳곳에 복사꽃이 활짝 피어 진분홍빛으로 물든 마을을 볼 수 있고, 늦여름에는 허수아비축제를 풍성한 들녘의 정취를 느껴볼 수 있다.",,http://dohwavill.co.kr/,강원특별자치도 강릉시 신리천로 527-3 복사꽃정보마을센타,상시 개방,연중무휴,가능,,오래된 은행나무도 멋져요,,,있음,,,,,,,,,장덕2리마을 회관 정류장에서 66m,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,과일 따기 체험 / 복사꽃길 걷기 / 전통놀이 체험 등
소돌항,"소돌항은 강릉 주문진에 위치한 곳이다. 수심이 얕고 물이 깨끗하여 가족 단위로 해수욕을 즐길 수 있는 소돌해수욕장과 아들바위, 서낭당, 소돌항 등의 아들바위공원이 명소로 알려져 있다. 특산물로는 문어가 유명하고, 오징어, 꽁치, 성게, 홍합, 우럭 등 활어가 많이 잡힌다. 아들바위공원 내에는 소돌항 어촌계원들이 운영하는 식당과 활어판매장이 있다. 소돌어촌체험마을에서는 다양한 해양체험을 즐길 수 있다.",,https://www.gn.go.kr/tour/,강원특별자치도 강릉시 주문진읍 해안로 1961-2,상시 개방,연중무휴,가능,무료,친구와 당일치기로 다녀 온 소돌항,,,장애인 화장실 있음,,출입구까지 경사로 설치되어 있음,,,,"위치 : 주출입구 근처/지상주차장, 개수 : 2대",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소양호(춘천),"소양호는 강원도 춘천시 신북읍에 위치한 인공호수로, 1973년 10월 소양강을 막아 만든 동양 최대의 사력댐인 소양강댐에 의해 조성되었다. 면적은 1,608ha, 저수량은 약 29억 톤에 달하며, 수면 직선거리는 60km, 굴곡을 따라 측정한 수면 거리는 120km로 한국 최대 규모를 자랑해 ‘내륙의 바다’라 불린다. 소양강댐 주변에는 산책로와 둘레길이 조성되어 있으며, 정상에서 팔각정까지 이어지는 왕복 2.5km 코스에서는 소양호의 절경을 감상할 수 있다. 소양강 선착장에서 유람선을 타면 고려시대 사찰인 청평사를 방문할 수 있으며, 맑은 호수 위를 유유히 떠다니는 풍경은 큰 감동을 준다. 댐 정상에는 식당, 커피숍, 물문화관, 휴게소 등 다양한 편의시설이 마련되어 있으며, 물문화관은 무료로 개방되어 있어 함께 둘러보기에 좋다.",,https://www.chuncheon.go.kr/tour/,강원특별자치도 춘천시 신북읍 유포리,상시 개방,연중무휴,가능,무료,춘천에 갔다가 소양호를 드라이브삼아 한바퀴 돌아보았는데 역시 넓으면서 풍경이 볼거리 많고 분위기 좋은 카페와 맛있는 음식점들이 많아서 잘 즐기다 왔습니다. 해가 기울기 시작하면 석양이 호수위로 저물면서 황금빛으로 변하는 풍경이 참 볼만했습니다. 자가용을 타고 오르면 탁트인 소양호가 우리를 밧겨줘요 배를 타고 청평사도 갈수있고 전망대도 오르고 너무 힐링되요 소양호에 가면 여객선타고 청평사 절에도 가고 호수를 바라보며 커피 한잔 할수있는 집도 있다. 주차시설이 잘되어있어 언제나 쉽게 들릴수있는곳이다. 소양호입구에는 닭갈비 하는곳도 있고 요즘은 감자빵하는 까페도 있어 하루여행코스로 휼륭하다 처음으로 내려서 소양호를 위에서 바라보았는데요! 의자에 숫자가 적혀있어요! 그 의미를 하나하나 알아가면서 보는 재미가 있더라고요! ㅎㅎㅎ 꼭 의자도 함께 살펴보세요! 춘천에 가면 소양호 가서 둘러보고 전시관도 방문해요. 그리고 춘천 닭갈비를 먹으면 너무 좋더라구요~ 비오는날 소양호 너무 운치있고 우산위에 떨어지는 빗소리 너무 좋았어요 힐링되는 곳이에요 또 비오는날 가보고 싶은 곳 동양 최대의 소양댐의 인공호수인 소양호... 정말 크긴 무지무지 크네요. 소양호 둘레길을 따라 한 바퀴 산책로로 돌아돌아 오래간만에 마나님이랑 데이트도 했네요. 조만간 가족들과도 다시 와보고 싶네요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
춘천호,"춘천호는 강원도 춘천시에 위치한 인공 호수로, 1965년 춘천댐 건설로 형성되었으며 춘천 도심에서 약 13km 북쪽에 있다. 면적은 17 km², 저수량은 약 1억 5천만 톤이며, 수위는 해발 130m로 계곡을 따라 S자 형태로 이어진다. 화천에서 내려오는 물길을 막아 조성된 춘천호는 맑은 물과 푸른 자연환경을 갖추고 있어 아름다운 풍광을 자랑한다. 호수 주변에는 낚시와 물놀이를 즐길 수 있는 유원지를 비롯해 수영장, 팔각정, 매운탕 촌, 애니메이션 박물관 등 다양한 관광 시설이 있다. 의암호와 연결되는 드라이브 코스, 캠핑장, 휴양림, 겨울철 빙어 낚시 등 사계절 내내 즐길 수 있는 명소로 각광받고 있다.",,https://www.chuncheon.go.kr/tour/,강원특별자치도 춘천시 사북면 원평리,상시 개방,연중무휴,불가능,무료,춘천시에 있는 춘천호가 인공호수이지만 낚시어종이 풍부하고 주변에 먹거리 놀거리가 많아서 참 재밌더라구요. 가족들과 놀러가기 좋아요 경치도 좋고 보트도 타고 둘러보면 가슴이 탁 트여요 춘천에 친지가 있어서 가끔씩 가는데요. 그중에서도 춘천호는 올때마다 잔잔하고 아름다워서 눈에 새겨지게 되네요. 힐링에 딱 좋은 코스였습니다 크게 붐비지 않으면서 잔잔한 호수를 바라볼 수 있는 곳입니다. 쉼과 힐링이 필요할 때 찾아가면 좋은 곳입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
효자동낭만골목,"춘천의 오래된 동네 효자동은 문화와 예술이 어우러진 낭만골목으로 재탄생하였다. 조선 선조 때 효자 반희언의 이야기가 전해지는 곳으로, 그의 효행을 기려 세운 효자문에서 유래해 효자동이라는 이름이 붙었다. ‘낭만골목 프로젝트’를 통해 이 설화를 담은 조형물과 벽화가 골목 곳곳에 조성되었다. ‘구름빵’ 캐릭터와 고양이 조형물 등 다양한 볼거리도 있어 가족 단위 방문객에게 인기가 많다. 골목 안에 위치한 3층 규모의 어린이 전문 도서관인 ‘담작은도서관’은 신발을 벗고 들어가는 구조로, 아이들이 편하게 책을 읽을 수 있는 공간이다.",,https://www.chuncheon.go.kr/tour/,강원특별자치도 춘천시 효자상길 9 (효자동),상시 개방,연중무휴,가능,무료,점심먹고 벽화골목 다녀왔어요. 예쁜 벽화들이 먆았어요. 크게 한바퀴 돌아보니 소화도 다되고 예쁜 사진도 찍고 즐거웠어요.,,,,,출입구까지 턱이 없어 휠체어 접근 가능함 기울기 완만함 (도로길) 경사로 폭 : 약 1m,,,주출입구는 턱이 없어 휠체어 접근 가능함,"장애인 전용 주차구역 주차 가능 대수 : 2대(효자1동 행정복지센터), 3대(춘천문화예술회관) 주변 휠체어 이용자 등이 이용할 수 있는 여유공간 있음. 골목길이라 안전 보행로가 없음. 장애인 전용 주차구역에서 관광지 주출입구와의 거리 : 약 50m",,,정보지 주변까지 대중교통 이용 가능 여부 : 문화예술회관 정류장 저상버스 운행 여부 : 13번,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소양강처녀상,"소양강처녀상은 소양강스카이워크와 소양 2교 사이에 위치한 조형물로, 노래 '소양강 처녀'를 상징한다. 받침돌이 5m, 동상이 7m로 전체 높이는 12m에 이르며, 가까이서 보면 그 크기를 실감할 수 있다. 수상 데크 위에 서 있는 처녀상은 한 손으로 치맛자락을, 다른 손으로는 갈대를 잡고 있으며, 옷고름은 바람에 휘날리고 있다. 받침돌에는 노랫말이 새겨져 있다. '울고 넘는 박달재', '단장의 미아리고개' 등으로 유명한 작사가 반야월이 소양강의 풍경을 담아 '소양강 처녀'의 가사를 썼다.",,https://www.chuncheon.go.kr/tour/,강원특별자치도 춘천시 영서로 2675 (근화동),상시 개방,연중무휴,가능,무료,스카이워크 바로 근처에 있어서 사진 찍기 좋아요~ 생각보다 동상이 컸고 주위에 닭갈비 맛집도 있어요! 소양강스카이워크 바로 옆에 있어요. 동상이 크고 멋집니다. 저는 아래쪽에 사진을 찍었는데 도로변 포토존에서 찍으면 사진이 더 잘나와요.^^ 소양강처녀상. 스카이워크 구경가는길에 우뚝서있는 소양강처녀상 거대하고 정말 크네요. 소양강처녀 노래만 알고있다 실제 동상보니 여행실감나네요. 10월 입문에 춘천호반에서 산책하며 '소양강 처녀' 동상을 카메라에 담았습니다. 생각보다 동상이 제법 크네요. 주변 산책하고 맛집도 많아 좋습니다. 30도를 훌쩍 뛰어넘는 엄청 더운 날이었어요. 스카이워크 걷고 소양강처녀상도 보러갔는데 엄청 웅장하고 멋있어서 사진도 많이 찍어왔어요. 가장 기대하고 갔던 노래는 못들었지만 좋은 경험이었답니다. 밝을때도 좋지만 개인적으로 밤에 보면 더 예쁠 것 같아요. 사진 인증 완료! 스카이워크 가는길에 무료로 사진찍고 가기 좋은곳. 거대한 소양강 처녀상,,,,,"관광지 부지가 넓어 휠체어, 전동 스쿠터 사용자 손쉽게 이용 가능
내부 턱 없음.",,,"출입통로 형태 : 상시 개방형.
출입통로가 좁아 휠체어, 전동 스쿠터 진입 어려움.
진입로에 계단이 있어, '소양강레저' 입구 통해서 진입해야 함.",,,,"대중교통 이용 가능 : 소양강처녀상 정류장.
저상버스 운행 : 11, 18, 100번",,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서봉사계곡 마을관리휴양지,"서봉사계곡 마을관리휴양지는 강원도 홍천군 서면에 위치한 마을관리휴양지이다. 응봉산 남쪽 기슭에서 신장동과 지장동을 거쳐 서봉사 앞을 흐르는 골짜기가 서봉사 계곡이다. 기암괴석 사이를 감도는 푸른 물과 짙은 숲, 웅장한 암벽이 어우러져 비경을 이룬다. 서봉사계곡은 아늑하고 포근한 느낌과 시원함을 동시에 느낄 수 있으며 솔밭 그늘 사이로 쏟아지는 햇살이 매우 운치가 있는 곳이다. 주변에는 작은 계곡이 군데군데 위치하고 있어 텐트를 이용하여 캠핑을 즐길 수 있는곳과 숙박을 하는 시설들이 있어서 가족단위 여행지로 안성맞춤이다. 소나무가 많이 서식하는 200~300m정도하는 야산에 등산로를 만들어 등산과 물놀이를 함께 즐길 수 있고 등산로 전체구간에 걸쳐 소나무가 많이 서식하고 있어 삼림욕도 즐길 수 있다.",,홍천 문화관광 https://www.hongcheon.go.kr/tour/index.do,강원특별자치도 홍천군 서석면 구룡령로 2838,상시 개방,연중무휴,가능,무료,계곡 자체가 시원하지만 무엇보다도 사람들이 적당히 (적어서) 있어서 좋았다 아주리 좋아도 사름들 붐비는건 너무 싫다 1박이나 2박 정도가 적당하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강릉 녹색도시체험센터,"저탄소 녹색 라이프를 지향한다. 녹색도시 체험센터는 저탄소 녹색시범도시인 강릉시를 상징하기 위하여 태양열, 지열 등 순수 청정 자연에너지만을 사용하여 건축되었다. 친환경 에너지와 관련하여 다양한 체험 프로그램을 이용할 수 있다. 특히 어린이와 청소년을 위한 다양한 프로그램이 기간별로 준비되어 있으니 홈페이지를 참조하여 이용할 수 있다.",,https://www.gn.go.kr/greencity/index.do,강원특별자치도 강릉시 난설헌로 131 (초당동),09:00~18:00,연중무휴,가능,무료,"강릉은 바다만 있는 줄 알았는데 우연히 강릉 녹색도시체험센터를 알게 되고 가족끼리 갔어요 확실히 아이들을 위한 직•간접적인 체험이 많아서 가족 단위 여행하시면 강릉 녹색도시체험센터 꼭 한번 들리시는 걸 추천합니다 규모도 꽤 크고 강릉에 대해, 녹색 생활에 대해 알게 돼서 좋았습니다 얼마전 회사에서 워크샵으로 다녀왔어요. 부지도 엄청 넓고 옆에 하천도 있어서 안에서 자전거도 탈 수 있고 여러가지 프로그램이 있어서 좋더라고요. 주변에 갈만한 곳이나 맛있는 음식점도 많아서 너무 괜찮았어요 추천해요",,,장애인 화장실 있음,,출입구에 턱이 없어 휠체어 접근 가능,,,"출입구에 턱이 없음, 여닫이문","위치 : 주출입구 근처/지상주차장, 개수 : 10대",,,강릉녹색도시체험센터 정류장에서 200m,,,,,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토리탐험대 / 환경교육 프로그램 / 주말 프로그램 등
