place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,주차 요금,이용요금,규모,할인 정보,접근로,출입통로,장애인 주차 안내,엘리베이터,화장실,지체장애 기타 상세,review,이용가능시설,입장료,지정현황,체험가능 연령,수유실,휠체어,점자 홍보물,시설이용료,주차요금,대중 교통,유모차,판매 품목,객실,주요시설,부대시설,강습안내,오디오 가이드,영업시간,대표메뉴,취급메뉴,관람석,개장기간,수용인원,대여안내,보유장비,시각장애 기타상세,점자 블록,보조견 동반,유도안내 설비,입점브랜드,코스안내,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,세미나실 여부,예약안내,예약안내 홈페이지,안내 요원,식음료장,홍보물,이용 시기,유아용보조의자,영유아가족 기타상세,체험
충주호관광선 청풍나루,"청풍나루는 충북 제천시 청풍면에 자리한 청풍호의 나루터였다. 정확한 설치 시점은 알 수 없으나 조선 시대 이전부터 이용되었던 것으로 보인다. 수몰 이전 강폭은 약 250m이었는데 여울이 심하고 수심이 얕아서 배는 삿대를 이용하였고 수량이 많으면 노를 저어 도선하였다. 나룻배는 교리 학생들이 통학에 이용하거나 지역 주민들이 나무를 하거나 청풍 장에 땔감을 판매하기 위해 도선하였다. 나룻배는 하루에 60~70명을 싣고 다녔다. 충주댐의 건설로 청풍호가 형성되면서 1984년 9월 청풍나루 자리에 선착장이 개설되었다. 청풍나루는 청풍호반을 오가는 유람선들의 출발지이자 도착지다. 주차장이 따로 있기 때문에 주차장에 주차 후 승선장으로 내려가야 한다. 선착장에 가면 승선 신고서를 작성해서 매표소에 신분증과 함께 제출하면 확인 후 승선권을 발부해 준다. 청풍나루에서 장흥나루까지의 왕복은 1시간 반가량 걸리며 출발 30분 전까지는 승선장에서 대기해야 한다. 이곳에서 유람선을 타면 호수와 어우러진 주변 풍광을 감상할 수 있다. 특히 청풍~장회나루 코스는 충주 대교를 비롯해 충주호와 어우러진 옥순봉, 구담봉, 금수산 등을 전체적으로 바라볼 수 있어 많은 사람이 찾는 곳이다.",,http://www.chungjuho.com,충청북도 제천시 청풍면 문화재길 54,"09:00~18:00
※ 코스별 운항시간은 홈페이지 참고",연중무휴,가능,,,,,,,,,있음 (남/녀 구분),,"오랜만에 남편과 아들과 시원한강바람맞으며 절경을 감사하니 그자체가 힐링타임^.* 배에서 보는 풍경이 너무 좋습니다. 왕복으로 갔다왔는데 돌아올때는 약간 지루합니다. 케이블카를 타고 배를 탔는데 케이블카에서 할인 받을 수 있으니 꼭 할인 받으세요. 배는 흔들림도 없고 좋습니다. 호수 위를 미끄러지듯 나아가는 충주호 크루즈에서 힐링의 시간. 한 폭의 그림과 같은 충주호의 푸른 물결과 주변 산들의 조화. 기록적인 폭염의 날씨에도 크루즈 실내는 시원한 에어컨 바람 덕문에 신선놀음하며 풍경을 감상하고, 외부 선상은 그늘진 차양막과 바람이 불어 잠시 땀을 식히며 충주호의 풍광을 즐길 수 있는 시간이었어요. 충주호의 제대로 된 경치구경을 위해서라면 꼭 타보세요. 청풍나루 도착. 매표소도 물위에 있네요",,,,,,,,"[왕복]
- 대인 19,000원
- 소인 12,000원
[편도]
- 대인 14,000원
- 소인 8,000원
※ 편도 티켓은 현장 결제",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
괴산군수 관사,"괴산군수 관사는 이 지역 유지인 최부자가 1950년에 기증한 것으로 현재에도 관사로 사용되고 있다. 1914년부터 1918년 사이에 지은 것으로 추정되며 근대기에 세워진 현존하는 관사들은 대부분 일식이나 근대식 건축물이지만, 괴산군수 관사는 전통 한옥의 형태를 갖추고 있다는 점에서 의의가 크다.
중앙에 솟을대문을 두고 있는 대문간채, ‘-’자형의 사랑채, ‘ㄱ’자형의 안채로 구성되어 있다. 내부 평면의 실 구성 및 배치는 변화하는 생활 방식에 따라 많은 부분이 변경되거나 증축, 개축되었지만, 외관은 예전의 모습을 잘 유지하고 있으며 양반가의 민가 형태 잘 간직하고 있다.",,"http://www.goesan.go.kr/tour/index.do
http://www.cha.go.kr",충청북도 괴산군 괴산읍 읍내로13길 12,,,불가,,,,,,,,,,,,,무료,[괴산군수 관사] 등록문화재 (2004.12.31 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영동 가학루,"영동 가학루는 황간향교 앞에 있는 누각이다. 이 누각은 자연경관을 즐기던 곳으로, 조선 태조 2년(1393)에 황간현감 하첨이 지었다. 임진왜란(1592) 때 불탔으나 새로 짓고 여러 차례 보수했다. 가학루라는 이름은 경상도관찰사 남공이 마치 학이 바람을 타고 떠다니는 듯하다 해서 지은 것이다. 앞면 4칸, 옆면 4칸 규모의 1층 건물이며, 지붕 옆면이 여덟 팔(八) 자 모양인 팔작지붕집이다. 기둥과 난간만 있어 사방이 탁 트인 형태로 시원하다.",,https://yd21.go.kr/tour/,충청북도 영동군 황간면 구교리길 94,상시 개방,연중무휴,,,,,,,,,,,,,,무료,충청북도 유형문화유산 영동 가학루 (1976.12.20. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉황경(능암리섬),"봉황경은 한강 8경 중 제7경에 해당하는 곳으로 자연학습장과 산책로로 좋은 곳이다. 다양한 종류의 철새가 서식하는 곳으로 원앙, 큰고니도 볼 수 있다. 그리고 철새와 함께 물억새, 갈대 군락지가 장관을 이루고 있어 많은 사진작가들이 찾는 곳이다. 수변 산책로를 통해 야생 조류원을 볼 수 있고 전망 관찰대에서는 갈대숲의 전경과 소나무 숲, 철새들의 비상을 감상할 수 있다.
수변 잔디광장을 중심으로 자전거 도로, 제방길, 청소년 야영장이 있으며, 목계 나루터 재현 및 체험장, 수변 광장과 관찰 데크 등이 있다.",,http://www.riverguide.go.kr,충청북도 충주시 중앙탑면 가흥리 986-1,상시 개방,연중무휴,가능,,,,,,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청풍정,"‘청풍정’은 산수가 좋고 바람이 맑아 고려시대 때부터 선비들이 자주 찾던 곳이라고 전해진다. 이곳은 조선말기 갑신정변의 주역 김옥균이 정변이 실패로 돌아가자 청풍정에서 은둔생활을 하던 곳이다. 물이 굽이쳐 흐르는 절벽 위에 정자 하나, 청풍정에는 김옥균과 명월이에 대한 이야기가 전해진다.1884년 12월 4일 우정국 개업식 연회를 기회로 김옥균은 박영효, 홍영식 등과 함께 사대당 거두들을 죽인 뒤 신정부를 조직하고 호조참판 겸 혜상공국당상이 되었으나 청나라가 군대를 보내 정변을 막는 바람에 삼일만에 실패로 돌아갔다. 정변에 실패한 김옥균이 이곳 청풍정에 내려와 은거했다. 이때 김옥균은 명월이라는 기생과 함께 청풍정으로 내려왔다고 전해진다. 정변에 실패한 후 김옥균은 청풍정에서 울분을 달래며 정치적 야망을 키우며 세월을 보냈다. 그러던 어느 날 명월이가 절벽 아래 물로 떨어져 죽는 일이 발생한다. 명월이는 짧은 글을 남기고 죽었는데 그 유서에는 ＂김옥균과 함께 소일하고 있던 세월이 일생에 영화를 누린 것 같이 행복했지만, 자기로 말미암아 선생이 품은 큰 뜻에 누를 끼칠까봐 몹시 송구스럽게 생각한다.＂는 내용의 글이 적혀 있었다고 한다. 아침에 일어난 김옥균이 이 사실을 알고 시체를 거두어 장사를 치룬 뒤 청풍정 아래 바위 절벽에 ‘명월암’이라는 글자를 새겼다고 한다.",,https://www.oc.go.kr/,충청북도 옥천군 군북면 석호리,상시 개방,,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안터선사공원,"안터 선사공원은 옥천의 선사시대 문화를 엿볼 수 있는 공원이다. 고인돌 1기, 선돌 1기가 있으며 석탄리 고인돌은 안터 마을에 있던 3기의 고인돌 중 1977년 충북대학교 박물관에서 발굴한 안터 1호 고인돌이다. 덮개돌이 거북 모양이며, 판돌 4매를 짜 맞춰 무덤방을 지상에 축조한 탁자식 고인돌이다.
발굴 당시 X 모양을 새긴 돌, 얼굴 모양의 예술품, 가락바퀴, 그물추 등이 출토되어 고인돌에 묻힌 이가 여자일 것으로 추정된다. 고인돌과 짝을 이루는 선돌은 아랫부분에 쪼으기 수법으로 지름 90cm의 원을 새겨 전체적으로 임신한 여성의 모습을 표현한 것으로 보인다. 안터 1호 고인돌에 묻힌 사람을 나타내는 기념비적 기능과 무덤 수호의 기능을 하는 것으로 보인다. 고인돌과 같은 시기에 세워진 것으로 추정되며, 아이들과 편안하게 선사시대의 무덤 양식을 살펴보기 좋은 곳이다.",,,충청북도 옥천군 동이면 안터1길 36 (동이면),상시 개방,연중무휴,가능,,,,,,,,,있음,,,야외무대 / 쉼터 / 파고라 등,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
심천역(영동),"1905년에 개통된 경부선의 보통역으로 문을 연 심천역은 수송량이 많아지면서 복선 공사와 함께 그 위치를 옮기게 되어 1934년에 현재의 역 건물에 신축되었다. 1동, 1층 규모로 건축면적 156㎡, 철로길이 좌·우 각각 150m이다. ‘ㅡ’ 자형 평면 형태를 하고 있고, 대합실 출입구에 박공지붕을 구성하여 정면성을 강조하고 있다. 철로변 대합실 출입구에 차양 지붕을 덧달아 본채 지붕과 차이를 두어 입체감과 함께 그늘을 제공하고 있다. 역은 현재 한국철도공사에서 간이역으로 사용 중에 있다.",,국가유산청 https://www.khs.go.kr/,충청북도 영동군 심천면 심천로5길 5-1,맞이방 06:00~21:00,연중무휴,가능,,,,,,출입구 경사로 있음_무장애 편의정보,,,장애인 화장실 있음,,,"역무실, 맞이방(대합실)",,국가등록문화유산 영동 심천역 (2006.12.04 지정),,,,점자안내판 있음,,,,,,,,,,,,,,,,,,,,점자블록 있음,보조견동반 가능함,,,,,,,,,,,,,,,,,,
북단양리조트,"북단양리조트는 배산임수의 아늑함과 편안함을 누리며 자연과 하나 돼 자유를 만끽할 수 있는 펜션과 글램핑시설이다.
이곳은 100m 절벽 아래의 넓은 대지 위에, 앞에는 대가천이 흐르는 천혜의 자연환경이 어우러져 있는 곳이다. 500여 명 수용이 가능한 대규모 단지로 30개 숙박동과 세미나실, 연회장, 카페, 매점, 체육시설, 노래방, 물놀이장 등 모든 편의시설을 갖추고 있어 단체객도 이용이 가능하다. 무료로 농장 체험을 할 수 있으며 리조트 앞에는 겨울에도 얼지 않는 1 급수 대가천이 있어 한여름에는 물놀이를 송어낚시는 사계절 할 수 있다. 또한 숯불바비큐는 기본이고 단체객은 캠프파이어도 가능하다. 이외에도 펜션 뒤에는 천연기념물인 측백나무 가수림으로 이루어진 3.3km의 해넘이 등산로가 있고 깎아지른 절벽 위의 전망대에서의 경관은 탄성을 자아내게 한다. 전망대 오르는 길은 산행 안전을 위해 통나무 계단과 안전로프, 목교 등이 설치되어 있다. 북단양리조트 앞에서 시작되는 자전거 도로는 단양지역 전체로 연결되어 단양팔경 등 수려한 산과 강을 따라 환상의 코스로 펼쳐진다.",,https://www.북단양리조트.com/,충청북도 단양군 적성면 적성로 172-62,,,"가능
요금 (무료)",,,,,,,,,,,"겨울철에 방문했는데 낚시체험도 할 수 있어서 같이 간 가족들이 넘 좋아했어요. 한마리도 낚지 못 해서 아쉬웠지만요 ㅎ 날이 따뜻할 때 또 방문하고 싶어요. 가족들이 많이가서 카라반, 인디언텐트,팬션까지 같이 다 이용했는데, 겨울이어서 카라반이랑 텐트는 좀 추웠고 방이 제일 좋았어요",,,,,,,,,,,,,,,"A타입 : 독채펜션+글램핑 체험동 (기준 4인 / 최대 8인)
B타입 : 독패펜션 (기준 2인 / 최대 4인)
C타입 : 글램핑 체험동 (기준 2인 / 최대 6인)
D타입 : 북단양 카라반 (기준 4인 / 최대 6인)
E타입 : 럭셔리 펜션 (기준 4인 / 최대 8인)
F타입 : 가족형 펜션 (기준 4인 / 최대 10인)
※ 기준 인원 초과 : 4세 이상 인당 10,000원(최대 인원 초과 불가)",,,,,,,,,,,,,,,,,,,,,,,인터넷 및 전화예약,https://www.북단양리조트.com/,,,,,,,
조령민속공예촌,"괴산군은 수려한 자연경관과 문화유적의 숨결이 살아 숨쉬는 곳이다. 이곳에 소중히 간직하고 아껴야할 옛 선조님들의 얼과 멋과 솜씨를 재현하기 위한 공예촌을 조성 2000년 개장하였다. 여기에 도자기, 목공예, 한지공예등 각 공방의 제작 과정을 재현하고 전통찻집, 전통음식점등을 마련 우리 고유음식과 차 문화를 접할 수 있는 공간을 마련하였다. 충청북도 내륙순환관광도로 순환코스에 위치한 조령민속공예촌은 수려한 풍경을 자랑하는 괴산군의 화양동, 쌍곡, 선유동, 수옥정관광지와 속리산 국립공원, 월악산국립공원을 잇는 최적의 드라이브 코스로 국토의 중심부에 위치하고 있어 전국 어디서나 1일 드라이브 여행이 가능한 곳이다. 아이들을 위한 가족단위의 체험학습 여행이나, 연인들의 데이트 코스로 사랑받는 이 곳은 개장이후 자연과 함께 전통의 멋을 느끼고자 하는 많은 관광객들로 붐비고 있다.

(출처 : 괴산군 문화관광 홈페이지)",,www.goesan.go.kr/tour,충청북도 괴산군 연풍면 원풍로 224-11,점포마다 다름,점포마다 다름,가능,,,,,,,,,있음,,,"한지/도자기 공방, 전통찻집, 전통음식점 등",,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"도자기, 한지 등의 제작과정 체험, 도예교실(진행여부 확인 후 방문)"
만천하 짚와이어,"만천하 짚와이어는 길이 980m의 2개의 고정된 와이어로프를 타고 무동력으로 활강하듯이 내려가는 단양만의 이색 익스트림 스포츠다. 남한강 수면으로부터 120m 높이의 상공에서 시속 50km를 넘나드는 속도로 짜릿함을 더했다. 만학천봉과 환승장을 잇는 1코스(680m)와 환승장과 주차장까지 가는 2코스(300m)로 구성되어 있다. 하늘을 나는 것같이 자연의 상쾌한 바람을 느끼며 내려오면 남한강의 아름다움과 그 주변의 절벽들이 그림같이 한눈에 펼쳐진다.
만천하 짚와이어는 만천하 스카이워크 내에 있는 시설로 입장권과 짚와이어 이용권을 같이 구매해야 전망대와 함께 둘러볼 수 있다. 인근에는 단양강잔도와 만천하스카이라운지 카페, 수양개선사유물전시관, 이끼터널이 있어 같이 연계하여 관광하면 좋다.",,공식 홈페이지 https://www.dytc.or.kr/mancheonha/,충청북도 단양군 적성면 옷바위길 10,"- 하절기 09:00~17:30 (발권 마감 16:30)
- 동절기 10:00~16:00 (발권 마감 15:00)
※ 장비 점검시간 12:00~12:30",매주 화요일,"가능
주차요금 (무료)",,,,,,,,,있음,,재밌게 놀다가 갑니다 여름에 와도 좋을 것 같아요 좋아요~ 좋음 좋아요 단양 여행가서 남한강 위를 시원하게 가로지르는 즐거운 추억이 되었습니다. 멋진 뷰와 스릴을 만끽하며 일상의 피로가 풀렸어요! 작은애가 이런거만 보면 타고싶어하는데 가을쯤에 한번 다녀와야겠어요. 여행가서 처음타봤는데 내려다보는 아찔한 풍경이 소름돋았지만 재밌었습니다. 근처에 다른 놀거리도 많아서 가보시는거 추천합니다!,만천하 짚와이어,,,만 70세 미만,,,,"- 일반 30,000원
- 단체 (20인 이상) 24,000원
※ 성인, 청소년, 어린이 구분 없음",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만천하 알파인코스터,"만천하 알파인코스터는 자연 지형을 본모습 그대로 반영하며 자연환경의 훼손을 최소화하여 만들어졌다. 외딴 숲 속 길을 960m 길이의 모노레일로 최대 시속 40km의 쾌속 질주 코스이다. 총 탑승 시간은 5~6분 정도로 상행 4분은 천천히 주변을 보면 갈 수 있으며, 빠른 속도감을 느끼는 하행은 2분 정도로 순식간에 지나간다. 안전한 주행을 위해 탑승 전에 10분의 안전교육을 필수로 받아야 하고, 5~8세 아동은 보호자가 동반하여야만 탑승이 가능하다. 총 탑승 무게는 100kg 미만으로 제한하고 있다.
만천하 알파인코스터는 하늘을 나는 것 같은 기분과 자연의 상쾌한 바람을 느낄 수 있어 어른이나 아이 할 것 없이 짜릿함을 느낄 수 있는 최고의 레저 스포츠이다. 만천하 알파인코스터는 만천하 스카이워크 내에 있는 시설로 입장권과 알파인코스터 이용권을 같이 구매해야 전망대와 함께 둘러볼 수 있다.",,https://www.dytc.or.kr/mancheonha/89,충청북도 단양군 적성면 옷바위길 10,"- 하절기 09:00~17:30
- 동절기 10:00~16:00
※ 영업종료 1시간 전 매표마감",매주 화요일,가능,,,,,,,,,있음,,짧지만 스릴있고 엄청 빨라요 생각보다 스릴있고 어른들도 재밌게 즐기며 탔습니다!! 아이들도 너무 좋아할것 같아요! 단양 관광지로 추천합니다 스릴넘치고 안전교육 철처히 좋습니다 주말에 관광주민증 적용이 안되어서 아쉬워요 생각보다 너무 재밌었습니다👍 전망대보러 왔다가 재미있는 체험까지👍👍 스릴만점이라 어린이가 너무 좋아했어요. 추천합니다!! 아들이 신나합니다 ㅋㅋㅋ 생각보다 좋음 ㅋㅋㅋ,,"- 개인 18,000원
- 단체(20명 이상) 15,000원
※ 어린이, 청소년, 어른 구분 없음",,48개월 이상~만 65세 미만,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청풍 후산리 고가,"청풍 후산리 고가는 청풍문화재 단지 안에 있는 전통가옥이다. 1985년 충주댐 건설로 청풍면 일대가 수몰되게 되자 청풍면 후산리에 있던 옛 가옥을 옮겨온 것이다. 수몰 전에는 사람이 거주했으나 지금은 청풍문화재 단지에서 옛 향수를 느낄 수 있는 곳으로 사랑받고 있다. 현재 ㄱ자 모양의 안채만 남아있지만 일반적인 예로 보아 안마당 앞에 사랑채가 있었던 것으로 보인다. 건넌방 쪽 지붕의 옆면이 여덟 팔[八] 자 모양인 팔작지붕이고, 부엌 쪽은 사람 인[人]자 모양인 간결한 맞배지붕으로 되어 있어 오래된 양식을 보여준다.
가옥의 보존 상태는 양호한 편이다. 주위로는 막돌 담장을 둘렀고, 가옥의 동쪽 뒤편 담장 앞에는 단칸 규모에 이엉을 얹은 아담한 광이 자리 잡고 있다. 집 안에는 수몰 전에 사용하던 가재도구 및 농기구를 전시하여 당시의 생활상을 엿볼 수 있다.
제천 후산리 고가는 평면 형식, 가구 형식 등에서 농촌 지역의 부농 주거로서의 전통적인 건축 형태를 잘 간직하고 있다. 중부지방의 보편적인 민가 양식을 찾아볼 수 있으며 특히 안방 뒤에 수납공간인 윗방과 대청 한구석에 상제례를 위한 상청을 둔 특징이 있다.",,https://www.cha.go.kr/,충청북도 제천시 청풍면 청풍호로 2048 (청풍면),"[청풍문화재단지]
하절기(3~10월) 09:00~18:00 / 동절기(11~2월) 09:00~17:00
※ 관람종료 한시간 전까지 입장 가능",,,,,,,,,,,,,,,"[청풍문화재단지 입장료]
개인 - 성인 3,000원 / 청소년(중,고생) 및 군인 2,000원 / 어린이 1,000원
단체(30명 이상) - 성인 2,500원 / 청소년(중,고생) 및 군인 1,500원 / 어린이 800원
※ 면제 : 초등학생 미만 어린이, 65세 이상, 장애인(동반 1인 포함), 국가유공자",충청북도 유형문화유산 제천 후산리 고가 (1981.05.01. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
