place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,이용요금,review,체험가능 연령,화장실,이용가능시설,입장료,시설이용료,주차 요금,할인 정보,접근로,출입통로,엘리베이터,장애인 주차 안내,수유실,주차요금,관람석,지체장애 기타 상세,지정현황,휠체어,대중 교통,유모차,오디오 가이드,시각장애 기타상세,판매 품목,점자 홍보물,개장기간,수용인원,주요시설,강습안내,청각 장애 기타상세,규모,입점브랜드,영업시간,대표메뉴,취급메뉴,큰활자 홍보물,점자 블록,안내 요원,유도안내 설비,보조견 동반,대여안내,보유장비,매표소,부대시설,자막 비디오 가이드,홍보물,수화 안내,코스안내,영유아가족 기타상세,체험
KBS아레나,"강서구에 위치한 KBS아레나는 장치, 음향, 조명시설 등 최첨단의 기능과 기술을 갖춘 대형 공연장이다. 공영방송사인 KBS에서 운영하고 있으며, 가수들의 공연과 콘서트 또는 기업 행사 등이 진행되는 공간이다. KBS아레나는 K-POP 공연장을 넘어 다양한 문화 예술 장르와 소통하는 다목적 공간으로의 도약을 목표로 하며, 2,222석, 스탠딩 3,500여명 수용이라는 큰 규모를 가지고 있다. 자체 주차장을 가지고 있으며 10분 당 2,000원의 주차비로 주차할 수 있다. KBS아레나는 수도권 지하철 발산역 5번 출구와 가양역 8번 출구에서 도보로 14분 정도 걸리는 곳에 있다.",,,서울특별시 강서구 공항대로 376 (화곡동),공연마다 상이,주말 / 공휴일,가능,공연마다 상이,"공연, 경기 보러 왔는데 접근성이 좋아요! 편의점도 가까워요",,,,,,"요금(10분에 2,000원)",,,,,,,,,,,,,,,,,,,"좌석 2,222명 / 스탠딩 3,500명",,,,,,,,,,,,,,,,,,,,,,,
신한카드 SOL페이 스퀘어,"마포구 서교동 메세나폴리스 내에 위치한 신한카드 SOL페이 스퀘어는 다양한 트렌드와 문화생활을 누구나 즐길 수 있는 복합문화공간으로, 참여와 공유를 기반으로 한 컬처 플랫폼이다. 공연장 내에는 라이브홀과 드림홀이 있다.
라이브홀은 424석(스탠딩 929석) 규모의 공연장이며, 콘서트를 비롯해 뮤지컬, 연극 등 트렌디하고 에너지 넘치는 무대가 펼쳐지는 공간이다. 또한 드림홀은 299석 규모의 공연장이며, 가족 공연부터 전시와 체험전까지 폭넓은 장르의 콘텐츠를 만날 수 있는 상상과 행복이 가득한 공간이다",,http://www.solpay-square.com,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스) 2층",공연 및 전시별 상이함,공연 및 전시별 상이함,가능,공연 및 전시별 상이함,아이들 공연장소로 가깝고 좋아요 페스티벌 뛰어놀기 너무 좋아요!,,,,,,"- 기본 30분 무료
- 공연 관람 시 최대 3시간 무료
- 공연티켓 및 상가영수증으로 최대 4시간 30분까지 무료(4시간 30분 초과 시 10분 당 1,000원)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍익문화공원,"홍익대학교 길 건너에 있는 홍익문화공원은 벤치, 화장실, 소규모 무대 시설이 있는 조그마한 도심 속 쉼터다. 그러나 2002년부터 현재까지 주말마다 열리는 플리마켓인 홍대앞희망시장의 대표적인 장소로 주중 조용했던 분위기는 매우 달라진다.
홍대앞희망시장은 매주 토요일과 일요일 홍익대 정문 앞 홍익어린이공원에서 열리는 일상과 예술이 만나는 시장으로 일반 시민 작가들의 참여와 손으로 직접 만든 수공예품으로 생활 창작 아티스트들의 작품전시와 동시에 판매가 이루어진다. 판매 물건은 주로 참여자들이 직접 창작한 수공예 작품, 디자인상품, 금속공예, 유리공예, 일러스트와 캐리커처, 사진 등이다. 희망시장은 매년 3월부터 11월까지, 오후1시부터 6시까지 열린다.
한편, 희망시장에 판매자로서 참가는 남녀노소 누구나 가능하다. 단, 참가할 수 없는 품목이 있는데, 먹거리, 중고물품, 공산품, 카피상품, 단순 부자재 연결품, 정치적 성격 물품, 미풍양속을 해치는 물품 등이다.",,,서울특별시 마포구 와우산로21길 19-3 (서교동),,,,,가볍게 둘러보고 쉬었다 가기에 좋은 장소였습니다 :) 홍대에서 멀지 않은 곳에서 푸릇푸릇한 자연을 만끽할 수 있는 공원이었습니다,,있음(남녀구분),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조은숙아트앤라이프스타일,"조은숙아트앤라이프스타일은 2008년 설립된 후 회화, 조각, 공예, 아트퍼니처 등의 현대 미술 작품을 전시하는 갤러리이다. 신기한 분위기의 인테리어 연출과 감각적인 생활 디자인을 제안하여 생활 도예와 아트퍼니처 등의 상설 전시관을 운영하고 있다. 조은숙아트앤라이프스타일에서는 감각적인 컵과 같은 도자기 작품들을 구매할 수 있으며, 실생활에 사용할 수 있는 작품들을 확인해 볼 수 있다. 조은숙아트앤라이프스타일은 수도권 지하철 압구정로데오역 3번 출구에서 약 500m 떨어진 곳에 있다.",,http://www.choeunsookgallery.com/,서울특별시 강남구 압구정로80길 37 (청담동),10:00~19:00,일요일 / 공휴일,가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라이카시네마,"연희동에 자리 잡고 있는 4층의 모던한 노출 콘크리트 건물의 라이카시네마는 소형 예술 영화관이다. 영화관 이름은 최초로 우주로 나간 개, 스페이스 독(space dog) 라이카의 이름을 기리기 위해 지어졌다.
주황색 입간판의 입구가 있는 1층에는 티켓박스가 있고 지하 1층에는 40석의 상영관, 2층에는 커피숍 모그, 3~4층은 스페이스독 스튜디오, 옥상에는 누구나 이용 가능한 루프탑 가든으로 구성되어 있다.
영화 상영관은 지하 1층 1개로 시간마다 다른 영화를 상영한다. 또한, 상영관을 대관하여 원하는 날짜에 원하는 영화를 프라이빗하게 관람할 수 있다.
라이카시네마는 온전히 영화에 몰입되는 입체적인 사운드와 편안하고 쾌적한 프리미엄급 좌석으로 영화에 몰입할 수 있는 공간을 제공한다. 이곳에서는 매달 기획하여 상영하는 단편 기획전이 있다.",,https://laikacinema.com/,서울특별시 서대문구 연희로8길 18 (연희동) 스페이스독 1층,09:50~21:40,연중무휴,없음(근처 유료 주차장 이용),"성인 : 평일 10,000원 / 주말 11,000원
조조 : 평일 7,000원 / 주말 8,000원
대학생 : 평일 9,000원 / 주말 10,000원
청소년 : 평일 8,000월 / 주말 9,000원",,,,,,,,"연희동 주민 : 1,000원 추가 할인
문화가 있는 날 : 6,000원",,,,,,,,,,,,,,,,,,40석,,,,,,,,,,,,,,,,,,,,,,,
성북구립 최만린미술관,"성북구립 최만린미술관은 한국의 대표적인 조각가 최만린이 30년간 거주했던 정릉 자택을 성북구에서 매입하여 성북구립미술관의 분관으로 조성한 곳이다. 이 공간은 1988년부터 2018년까지 작가의 삶의 터전이자 작품 세계를 만들어 온 작업실이기도 하다. 공공 미술관으로 새롭게 태어났지만 기존 건물의 외관, 기본 골격, 이 집의 특징인 나무 계단 및 나무 천장 등을 최대한 살려 작가의 흔적을 보존하면서도 미술관으로서의 기능을 최대한 고려하여 30년간의 작가 개인의 역사와 흔적이 켜켜이 쌓여있다.
1층에는 전시실과 수장고, 미팅룸이 있고 야외 정원에는 조각들이 전시되어 있다. 2층에는 자료실과 연구실, 학예실이 있다. 전시실에는 시대별 주요 작품 및 관련 자료 컬렉션을 중심으로 전시되어 있다.
다양한 문화프로그램을 통해 지역 주민에게 가까이 다가가는 미술관으로 자리잡고 있으며, 수도권 지하철 우이신설선 북한산보국문역 2번 출구에서 도보 6분 거리에 있다.",,https://sma.sbculture.or.kr/cml/index.do,서울특별시 성북구 솔샘로7길 23 (정릉동),10:00~18:00,월요일 / 일요일 / 법정 공휴일,,전시 프로그램에 따라 상이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공공조각과 함께하는 산책 / 무용 퍼포먼스 / 현장 공개 강의
라이트룸 서울(Lightroom Seoul),"강동구 고덕동에 오픈한 라이트룸 서울은 강남에서 15분 거리에 위치하여, 한강과 녹지를 모두 조망할 수 있는 도심 속 힐링 스페이스다. 올해 초 런던에서 론칭한 라이트룸 런던과 동일한 가로 18.5m, 세로 26m, 높이 12m 규모의 전시장으로 구축한 라이트룸 서울은 다채로운 전시 콘텐츠를 실감 나게 구현하는 몰입형 전시장이다.
개관전으로 영국 팝아트의 거장 데이비드 호크니의 몰입형 전시 를 선보인다. 이번 전시는 영국 런던의 라이트룸에서 올해 2월 개막한 후 전 세계에서 두 번째로 선보이는 전시로, 높은 작품성과 아름다운 영상미로 수많은 매체에서 이미 호평을 받고 있다. 러닝타임 약 50분의 이번 전시는 데이비드 호크니가 보여준 지난 60년간의 작품 세계를 회화, 사진, 영상을 오디오와 함께 기획하여 가장 아름답고 완성도 높은 몰입형 전시로 재탄생시켰다. 특히 고전 작가의 작품 이미지를 재구성하는 기존 미디어 아트 전시와는 다르게 현존하는 작가가 자신의 작품세계를 가장 잘 보여주기 위해 기획 단계부터 3년간 직접 참여하였다는 점에서 매우 특별한 의미를 갖는다.",,https://lightroomseoul.com/,서울특별시 강동구 아리수로61길 103 (고덕동),"[일~목요일]
10:00~18:00 (마지막 입장 17:00)
[금~토요일]
10:00~20:00 (마지막 입장 19:00)",매주 월요일,가능(약 200대),"[성인] 25,000원
[청소년] 15,000원
[어린이] 13,000원
[영유아] 무료","제일 좋아하는 미디어아트 전시장이에요ㅎㅎ 데이비드 호크니 전시부터 지금 하고있는 문워커스까지 즐겁게 보고왔습니다~ 제대로 된 이머시브 전시를 즐기시고싶다면, 거장들의 전시만 보는게 식상하시다면 여기 추천드려요 가는 길이 강일ic 지나서 쏙 들어가는 길이에요. 주차장 자리 꽤 많았고, 데이비드호크니 전시 관람과 카페(노티드!)이용 모두 만족했습니다.",,장애인 화장실 있음,,,,"전시 관람 시 2시간 무료 주차 가능(시간 당 3,000원)","[만 65세 이상/장애인/국가유공자] 20% 할인
※ 요금 할인 대상자 증빙서류 지참 필수 (관련 증빙 미지참 시, 현장에서 티켓 취소 처리 후 재구매)
[문화가 있는 수요일] 50% 할인(현장 예매만 가능)
[N차 관람 이벤트] 30% 할인
※ 유료관람 티켓 지참, 캡쳐본 불가, 현장 확인 시 조건 불충족할 경우 차액 결제",휠체어가 올라갈 수 있는 경사로가 설치되어 있음,주출입구 휠체어 통과 가능,엘리베이터 있음,장애인 전용 별도 주차칸 있음,있음,,,,,,,,,,,,,회차 당 200명,,,,,,,,,,,,,,,,,,,,,,,
KstarROAD 한류스타거리,"SM, JYP, CUBE 등 연예기획사가 밀집한 압구정동과 청담동 일대는 이전부터 한류 팬들의 발길이 끊이지 않는 관광객들의 순례지였다. 팬들이 스타를 직접 만나고, 스타들의 스토리를 따라가며 깊은 소통을 할 수 있도록, 강남 에서는 스타들의 단골 가게나 사연이 담긴 특별한 장소들을 끊임없이 개발하였다.
압구정동 갤러리아백화점에서부터 큐브엔터테인먼트까지 약 1km 가량 이어지는 한류스타거리에는 소녀시대, 엑소, 동방신기 등 아이돌 한류스타들을 상징화한 아트토이, 일명 강남돌들이 대로변을 장식하고 있다. 가로등이나 횡단보도에 설치된 새를 형상화한 안내판 K버드의 부리와 발자국을 따라가면 스타들의 단골 맛집과 패션숍을 쉽게 찾을 수 있고, 상점 옆 무인정보단말기를 통해 스타들의 다양한 정보도 얻을 수 있다. 스타들이 다녔던 중고등학교와 실제로 살았었던 집, 스타들의 단골 분식집과 만화방처럼 그들의 이야기가 담긴 명소들도 강남 한류스타거리 곳곳에 보물처럼 자리하고 있다. 강남의 트렌디한 카페들과 유명 백화점, 고급 쇼핑매장에서 즐기는 쇼핑도 즐길 수 있다.
강남시티투어버스를 이용해 한류스타거리를 구경하려면 블루라인을 이용해야 한다. 블루라인은 압구정 로데오거리부터 강남관광정보센터까지 오전 10시부터 오후 7시까지 1시간 간격으로 운행한다.",,https://korean.visitseoul.net,서울특별시 강남구 압구정동 394,,연중무휴,,,,전연령,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아로마티카 신사,"신사동 가로수길에 위치한 하우스 오브 아로마티카는 화장품 브랜드 아로마티카에서 운영하는 플래그십 스토어로 아로마티카 브랜드와 제품을 체험할 수 있는 공간이다. 또한 헤어케어, 스킨케어, 바디케어, 라이프케어 상품을 판매하고 리필 공간을 오픈하여 화장품을 리필하여 구매할 수 있는 공간이다.
아로마티카는 2004년 아로마테라피스트의 손에서 탄생하였으며 아로마테라피의 정수를 담아 건강한 아름다움을 표방하는 지속 가능한 뷰티 & 라이프 브랜드이다. 전 제품 유해한 성분을 배제한 비건 포뮬러 처방으로 생산 되고 있다. 에센셜 오일은 아로마테라피의 근본 원료이고 식물의 꽃, 잎, 줄기, 뿌리, 열매, 껍질, 수지 등에서 추출한 100% 천연 정유이다. 아로마티카 제품은 이런한 식물성 천연 원료를 추출해 블랜딩하여 제품의 원료로 사용한다.
크루에게 요청하면 괄사 아로마테라피 서비스를 받을 수 있고 제로 스테이션 도슨트 투어 교육 프로그램은 자원순환을 주제로 참여형 교육 및 체험으로 이루어져 있다.",,"https://aromatica.co.kr/houseofaromatica
https://www.instagram.com/arom",서울특별시 강남구 강남대로162길 41-4,11:00~19:00 (휴게시간 13:00~14:00),연중무휴,"가능
요금 (추가요금 30분당 3,000원 / 1일 최대 3,000원)",,향기가 좋아요!,,,,,"[아로마티카 도슨트 투어]
- 1인 35,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- 제로 스테이션 도슨트 투어
- 아로마테라피 클래스 프로그램 : 에센셜오일을 활용한 블렌딩클래스"
긴고랑계곡,"긴고랑계곡은 서울특별시 광진구와 경기도 구리시에 걸쳐있는 아차산에 위치한 계곡이다. 긴고랑이라는 이름은 아차산의 가장 높은 봉우리인 용마봉에서 내려오는 골짜기가 길어서 [긴골] 혹은 [진골]이라고 부른 데서 유래됐다고 한다.
덥고 습한 날씨에도 청량감이 더하는 곳으로, 도심 속 피서지로 손색없는 곳이다. 계곡은 상류부터 하류까지 모두 이용할 수 있는데, 계곡의 하류도 계곡물의 깊이가 깊지 않아 위험하지 않다. 계곡의 중류는 계단식으로 되어 있고, 발만 담그기에는 좋게 조성되어 있다. 계곡의 상류는 물이 깨끗하고 더 시원하며, 그늘이 많다.",,,서울특별시 광진구 중곡동 중곡4동 143-130,,,,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50플러스수영장,"50플러스수영장은 서울 구로구시설관리공단에서 운영하고 있는 수영장이다. 회원 가입 후 이용이 가능하며, 신규회원 접수는 매월 25일 구로구 주민 우선 접수, 매월 27일 타지역 주민 접수로 진행된다. 또한, 신규회원은 해당일 접수 후 추첨제로 운영된다. 기존회원은 당월 수강생에 한하며, 기존등록이력이 있어도 당월 수강생이 아니면 익월접수와 관련하여 신규회원으로 간주한다.
프로그램은 성인수영, 아쿠아로빅, 자유수영 등이 있으며, 소그룹으로 진행되는 프로그램도 준비되어 있다. 토요일 자유수영은 수준별로 운영을 하고 있는데, 1부와 4부는 중·상급, 2부와 3부는 초급·어린이로 레벨에 맞춰 구분하고 있다.",,https://www.gurosisul.or.kr,서울특별시 구로구 오류로 36-25 (천왕동),"- 평일 06:00~22:00
- 토요일 09:00~18:00",매주 일요일 / 공휴일,가능,프로그램 별로 이용요금이 상이하므로 자세한 사항은 홈페이지 참조,,,있음,,,,,,,,,,,,,,,,,,,,,,,,수영장 / 관람실 / 락커 / 탈의실 등,성인수영 / 아쿠아로빅 / 수중 걷기 / 어르신수영 등,,,,,,,,,,,,,,,,,,,,,
