place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,지정현황,화장실,주차요금,review,이용요금,접근로,출입통로,장애인 주차 안내,엘리베이터,대중 교통,이용가능시설,입장료,시설이용료,유모차,수유실,휠체어,유아용보조의자,판매 품목,체험가능 연령,시각장애 기타상세,규모,개장기간,부대시설,주요시설,객실,입점브랜드,관람석,점자 홍보물,수용인원,오디오 가이드,지체장애 기타 상세,주차 요금,점자 블록,대여안내,보조견 동반,안내 요원,코스안내,보유장비,강습안내,이용 시기,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,영유아가족 기타상세,체험
힐링빌리지 (팜핑레이크 캠핑장),"울산 서생 힐링 빌리지는 거대한 규모와 깨끗하고 수준 높은 편의시설을 자랑한다. 글램핑 8면, 카라반 5면, 오토캠핑 15면을 사용 가능하며 수영장도 있다. 특히 오토캠핑장은 파쇄석이 고르게 깔려 있어 팩을 고정하는 것도 수월하다. 주차도 오토캠핑 바로 옆에 할 수 있어 짐을 내리고 옮기는 것에 불편이 없고 사이트 자체가 넓어 쾌적한 캠핑을 즐길 수 있다. 카라반에는 전자레인지, 냉장고, 커피포트, 밥솥, 에어컨 등 모든 것이 준비되어 있다. 개수대, 화장실, 샤워장이 기본적으로 갖춰져 있으며 특히 샤워장은 개인 욕실처럼 칸막이가 나누어져 있어 프라이빗하게 샤워를 할 수 있다. 빌리지라는 이름답게 카라반, 펜션, 오토캠핑까지 모든 숙박시설을 다 갖추고 있으며, 야외 대형 물놀이장, 온실 정원 카페, 작은 동물원 등 다양한 부대시설도 즐길 수 있다.",,http://www.힐링빌리지.com/,울산광역시 울주군 서생면 화산발리로 325-62,"오토캠핑 13:00 ~ 익일 12:00
글램핑, 펜션, 카라반 14:00 ~ 익일 11:00",연중무휴,가능,,,,,"[오토캠핑]
- 40,000원 ~ 70,000원
[글램핑]
- 120,000원 ~ 400,000원
[카라반]
- 150,000원 ~ 350,000원
[객실]
- 150,000원 ~ 420,000원
※ 자세한 사항은 홈페이지 참조",,,,,,,,,,,,,,,,,,"전기,무선인터넷,장작판매,트램폴린,물놀이장,산책로,마트, 편의점",소화기 구비,,,,,,,,,,,,,,,,,,,,,,,,,,
일산수산물판매센터,울산 동구에 위치한 싱싱하고 질 좋은 수산물과 횟감을 살 수 있는 곳으로 1층에서 횟감을 고르고 2층에 있는 초장집에서 싱싱한 회를 즐길 수 있다. 지난 2010년 5월에 개장한 일산 수산물 판매센터는 자연산을 주로 판매하며 총 4개 어장을 보유하고 있는 일산 어촌계에서 운영하고 있다. 그래서 다른 어느 곳보다 싱싱한 해산물을 맛볼 수 있는 곳이다. 1층은 오후 8시 정도면 영업을 마감하지만 2층 초장집은 10시까지 운영한다. 초장집은 몇 군데가 있으며 가격은 동일하다. 일산해수욕장과 아주 가까운 곳에 있다.,,,울산광역시 동구 일산진11길 150 (일산동),점포별 상이,매주 월요일,가능 (소형 약 110여 대),,,,,,,,,,,,,,,,,,"수산물, 활어회",,,,,,,,"활어직판장, 건어물판매장, 초장집",,,,,,,,,,,,,,,,,,,,,,,,
울산농산물종합유통센터,"울산광역시 북구에 위치한 울산농산물종합유통센터는 지역 농수산물 소비 촉진을 위해 관내 농수축산물 최우선 구매를 원칙으로 한 농협이 농수산물 유통 활성화와 가격 안정을 위해 설립한 대형 쇼핑몰이다. 유통단계를 최소화하여 물류비용을 절감하는, 즉 생산자와 소비자를 동시에 보호하며 건전한 소비와 유통을 위해 노력하고 있다. 또한, 매장 직원을 울산 시민 80% 이상 고용하는 것을 원칙으로 하는 울산의 일자리 창출을 위해서도 노력하고 있다. 아울러 꽃 시장도 있어 다른 대형 쇼핑센터와 차별화된 시장이기도 하다. (주)농협 하나로유통에서 운영한다.",,,울산광역시 북구 진장유통로 90 (진장동),"마트 09:00 ~ 22:00
하훼매장 10:00 ~ 21:00",연중무휴,"가능 (1,260대 / 지하주차 160대,지상주차 1,100대)",,,,주로 회포장할때 방문해요 가게가 많아서 골라살수있어요 그 외에 과일도 신선해서 박스로 구입할때는 농수산물로 갑니다. 새벽에는 생선도매도 저렴하게 구입할수 있으니 참고하세요 식자재도매매장이 함께 있어 자주 방문했습니다. 상품이 신선하고 종류도 많아 사람도 많고 주차공간도 넓어서 이용하기가 아주 편합니다. 꽃시장까지 함께라 눈코입이 전부 즐겁습니다,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,,,,,,,,,,"농수산물, 축산물, 화훼 작물 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학성새벽시장,"1974년 개설된 학성새벽시장은 울산 최고의 도소매 시장으로 산지 직송의 식자재를 싼 가격에 판매하는 등 연간 매출액이 600억이 넘고, 일 방문객도 5,000명을 넘어서는 명실상부한 울산의 식자재 시장이다. 주로 새벽에 장이 서며, 대량 위주로 도매 거래를 한다. 시장 내 2개 구간을 지정해 특색 있는 디자인 골목을 조성하고, 시장 입구에는 LED 전광판을 설치해 적극적으로 시장을 홍보하고 있으며 특색 있는 포장재 제작과 소비자와의 소통을 위한 모바일 마케팅도 준비하고 있다. 나아가 공공기관과 학교, 대형 식당에 식자재를 납품하는 배달 서비스도 하고 있다.",,,울산광역시 중구 새벽시장3길 21 (학성동),04:00~21:00 (점포별 상이함),"점포별 상이함
※ 매주 일요일 쉬는 곳 많음",가능 (인근 주차장 이용 가능),,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,싱싱한 채소와 농산물,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,,
범서온천 지지워터피아,"범서온천은 지하 1,000m 천연암반수에서 뽑아 올린 최고의 수질, 천연물 탕인 100% 천연 온천수이다. 특히 pH.6의 알칼리성 수질로 비누를 조금만 사용해도 거품이 잘 일고 피부에 탄력을 주는 좋은 효과로 목욕 후에도 피부가 부드러워진다. 양이온인 나트륨, 칼슘, 칼륨, 마그네슘 등과 음이온인 중탄산, 탄산 등 인체에 이로운 성분이 다량 함유된 광천으로 아름다운 피부와 건강을 지킬 수 있게 해 준다. 신경통 류머티즘 질환, 위장병, 부인병, 만성 변비, 피로 해소, 두통, 불면증, 아토피 등에 탁월한 효능을 가진 최상의 건강 온천탕이다.",,,울산광역시 울주군 범서읍 두동로 704,06:00~20:00,연중무휴,가능,,있음,,,,,,,,,,,"- 대인 11,000원
- 소인 7,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
솔개해수욕장,"솔개해수욕장은 진하해수욕장에서 간절곶 방향으로 가다 보면 나오는 해변이다. 울산 시가지 변두리에 있어 접근성은 조금 떨어지지만, 번잡하지 않은 해수욕장을 원한다면 안성맞춤이다. 여름에 성수기 때 한적한 곳을 원한다면 추천한다. 솔개해수욕장은 아주 고운 모래를 가지고 있는 아담하고 작은 해변이다. 인근 해수욕장에 비하면 규모는 작지만 많은 사람으로 붐비는 해수욕장과는 또 다른 매력을 느낄 수 있다. 해수욕장에서 데크 산책로로 해안을 산책할 수 있으며, 해수욕장과 인접한 곳에 여가를 즐길 수 있는 시설도 있다. 또한, 솔변공원도 조성되어 있다.",,,울산광역시 울주군 서생면 진하리,상시 개방,연중무휴,가능,,,,작지만 아이들과 놀기엔 딱인 해수욕장입니다 진하에서 쭉 걸어오면 경치가 끝내주죠 ㅎ,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고복수음악관,"울산 중구 중앙 1길 및 새즈믄해거리 일대에 조성된 고복수 길을 따라 걷다 보면 복고 감성으로 무장한 낡은 건물과 오래된 골목이 말을 걸어온다. 오래된 가정집을 개조하여 꾸며진 고복수 음악관은 1층은 전시공간 2층은 복합 문화공간으로 운영되고 있다. ‘타향살이’로 유명한 울산 출신 고복수 선생과 부인 황금심 여사의 생애와 그의 작품, 대표곡도 감상할 수 있게 꾸며놓았다. 고복수 음악관은 개화기 시대의 분위기를 고스란히 느낄 수 있는 축음기, 피아노, 등의 소품과 인테리어로 꾸며 레트로풍 감성 사진을 찍기에도 안성맞춤이다. 울산에서는 한국 가요사에 큰 발자취를 남긴 고복수 선생의 업적을 기리고 한국 대중가요 발전을 위해 매년 고복수가요제를 개최하고 있다. 2층 카페 성남살롱에서는 음료를 즐기며 쉴 수 있다.",,,울산광역시 중구 중앙1길 9 (성남동),10:00~18:00,매주 월요일 / 1월 1일 / 설·추석 당일,가능,,있음,유료,,,,,,,,가수 고복수 선생의 전시공간 / 고복수 카페 성남살롱,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마근저수지,마근저수지는 울주군 서생면에서 가장 높다고 하는 곳에 자리 잡고 있다. 화산천의 발원지로 예전에는 화산저수지라고도 불렸다. 화산천은 효암천과 만나 바다로 흘러 들어가는 개천이다. 물이 맑고 주변 풍경이 아름다운 이곳에는 저수지를 한 바퀴 돌 수 있는 둘레길이 조성되어 있다. 둘레길의 절반은 데크 길이고 절반은 일반도로로 이루어졌다. 시작점에 정자가 있으며 적당히 굽은 길이어서 지루하지 않게 걸을 수 있다. 한 바퀴를 거의 다 돈 지점에 ‘길 없음’이란 표지판이 있는데 이곳부터 제방까지는 흙길이다. 제방으로 가려면 시작점에서 가는 것이 더 수월하다. 가벼운 산책이나 나들이하기에 좋은 곳이다.,,,울산광역시 울주군 서생면 화산리,상시 개방,연중무휴,불가능,,없음,,,,,,,,,둘레길 / 체육시설 / 정자,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울산과학관,"2011년 3월 개관한 이래 연간 30만 명 이상이 찾는 울산의 과학 교육기관이다. 학생과 학부모, 시민들이 함께 즐길 수 있는 다양한 프로그램을 운영하고 있다. 울산과학관은 현대식 건물에 114종의 첨단과학 체험시설을 갖춘 전시체험관, 천체투영관, 천체관측실, 무한상상실, 발명교육센터, 울산메이커미래교육센터, 각종 과학실험실과 갤러리 등을 갖추고 있다. 학생과 시민들에게 다양한 과학 체험활동의 기회를 제공하고, 과학적 소양과 탐구력을 신장시키며, 나아가서는 과학 문화 확산에 공헌하고 있다. 재미와 감동을 주는 과학체험 프로그램을 경험하면서 어린이들의 꿈과 끼를 키울 수 있는 공간이다.",,https://use.go.kr/usm/index.do,울산광역시 남구 남부순환도로 111 (옥동),10:00~17:00,매주 월요일 / 국가 법정 공휴일 (5월 5일 제외),가능,,,,무료로 체험 할 수 있어서 하루종일 놀아도 좋아요 !! 울산과학콴은 어린이들과 부모님들이 많이 방문하네요. 여러가지 체험할 수 있는것들이 많고 배울것도 많습니다. 아이와 함께가기에 너무 유익한 곳이었습니다. 아이가 직접 만져보거 체험해보고 경험하거 너무 좋았습니다. 아이와 시간날때마다 방문해요. 관람할것도 많고 아이가 직접 조작하고 체험 할 수 있는게 다양해요 ^^ 셀프로 인바디 검사도 할 수 있어서 굿굿 !! 아이가 유독 좋아하는곳중 한군데입니다. 다양한 볼거리와 체험을 할수 있습니다 요즘같이 더운 날씨에 실내에서 아이와 함께 관람 또는 체험하기에 좋습니다. 어른들도 재미있어요 아이와 함께하기 좋아요 이것저것 같이 체험하고 과학에 흥미와 관심도 생기고^^ 다양한 체험을 할 수 있어요. 과학을 재미있고 쉽게 접할 수 있어서 좋습니다. 무엇보다 아이들이 좋아해요^^ 아이와 1년에 한두번은 꼭 체험하러 가는곳입니다. 아이가 어려 매년 보는 시각이 달라지니 늘 다른 호기심으로 접근 하더라구요-! 추천합니다 울산과학관 추천합니다. 재미와 감동을 주는 과학체험 프로그램을 경험하면서 어린이들의 꿈과 끼를 키울 수 있는 공간으로 아이들과 가기 좋습니다 아이 손 잡고 2-3살때부터 가던곳입니다^^ 아이도 어른도 남녀노소 볼거리도 많고 체험도 해볼수 있으니 꼭 한번 가보는것을 추천해요,무료,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),장애인 주차장 있음(14대)_무장애 편의시설,엘리베이터 있음,,,,,대여가능(안내데스크),수유실 있음(1층),,,,,,,,,,,,,,,,,무료,점자유도로 있음_시각장애인 편의시설,,,안내요원 있음,,,,,,,,,,,,,,과학체험교실 / 천체체험교실 / 발명교육
나사해변(나사리해수욕장),"모래가 쌓여 육지로 변해 마을이 된 나사(모래가 뻗어 나간다는 뜻) 마을의 이름처럼 이곳 나사해변은 육각 모래 해변으로, 모래가 몸에 잘 엉겨 붙지 않아 잘 털어지는 장점이 있는 곳이다. 물놀이 후에도 끊임없이 나오는 모래가 아닌 쉽게 털어버리고 해변을 벗어날 수 있어서 좋고, 주변의 거센 파도와 바람에도 이곳은 방파제로 인해 언제나 아늑하고 고요한 해변을 만날 수 있다. 한적하고 여유로운 바닷가에서 에메랄드빛을 내는 아름다운 바다를 바라보며 걷다 보면 바다의 낭만에 푹 빠지게 된다. 나사해변 끝자락에 이어지는 나사항에서 신선한 해산물도 맛볼 수 있어 산책과 식도락을 함께 즐길 수 있는 곳이다.

◎ 한류의 매력을 만나는 여행 정보 - 드라마 <이번 생도 잘 부탁해>
반지음과 문서하가 바다를 배경으로 춤을 추던 장소인 ‘나사해수욕장’은 반짝이는 윤슬이 아름다워 많은 시청자의 마음을 설레게 했던 장면이다. 쌓인 모래가 육지로 변해 마을이 되었다는 나사 마을의 해수욕장인 이곳에서 천천히, 느긋하게 산책을 즐겨보는 것을 추천한다.",,,울산광역시 울주군 서생면 나사리 434-5,상시 개방,연중무휴,가능,,없음,무료,"오늘은 날씨도 좋쿠 바다색깔도 이쁘고 너무 좋으네요 평일 오전에도 사람들 은근 많아요 ㅎ 등대가 아주 이쁜게 있고 파도가 다소 사납습니다 ㅎㅎ 하지만 조용하게 거닐면서 다니기 너무 좋지않나 싶습니다 제가 좋아하는 곳입니다^^ 조용하고 한적해서 쉬고싶을 때 찾아가곤 합니다. 주변 맛난 식당, 예쁜 커피숍이 많아요♡ 절로 힐링됩니다 나사해변의 부드러운 모래와 등대가 멋져요",,,,,,,등대 / 나사항,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕신소공원,"덕신소공원은 울주군 온산읍에 있는 작은 도심 근린공원으로 삼각형 모양의 땅에 공원을 조성했다. 언제든 공원 내 운동 시설을 이용할 수 있으며 공원 바닥이 평탄해서 어린이들이 스케이트보드나 인라인스케이트를 즐기기에 안전하다. 봄에는 벚꽃놀이를 즐길 수 있으며 여름에는 물놀이장을 운영해 물놀이를 즐길 수 있다. 또한, 야외 무대를 갖추고 있어 다양한 공연을 즐길 수도 있다. 특히 덕신소공원 내 화장실은 국민 안심 공중 화장실로 범죄 예방 디자인 개선 작업을 마쳐서 더욱 안심하고 이용할 수 있다.",,,울산광역시 울주군 온산읍 덕신리 269,상시 개방,연중무휴,가능,,있음,,덕신소공원에서 행사도 하고 애들도 매일 뛰어놀고 어르신들 운동하시게 기구도 많아요 여기는 저녁먹고 산책하러 오면 좋습니다 가볍게 운동하기 편한곳이에요 동네 행사 있을때마다 여기서 해서 자주 와요 ㅎ,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,,
