,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,화장실,지정현황,주차 요금,이용요금,접근로,출입통로,수유실,이용가능시설,장애인 주차 안내,엘리베이터,휠체어,유모차,시설이용료,수용인원,할인 정보,지체장애 기타 상세,주차요금,판매 품목,오디오 가이드,점자 홍보물,대중 교통,체험가능 연령,규모,시각장애 기타상세,관람석,주요시설,보유장비,대여안내,강습안내,부대시설,이용 시기,개장기간,유아용보조의자,객실,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,객실유형,점자 블록,안내 요원,코스안내,보조견 동반,입점브랜드,노래방 여부,예약안내 홈페이지,뷰티시설여부,유도안내 설비,영유아가족 기타상세,체험
622,거제조선해양문화관,"거제조선해양문화관은 배를 만들고 움직이는 원리를 체험할 수 있는 곳으로 한번 발권으로 1관 거제어촌 민속 전시관과 2관 거제 조선해양 문화관을 같이 관람할 수 있다. 거제조선해양문화관 1층은 유아 조선소가 있어 부모 동반 유아에 한해 선박 간 대화하는 방법이나 노젓기 체험, 시뮬레이션을 통해 직접 배를 움직여보는 체험을 할 수 있다. 한 시간 간격으로 상영되는 4D영상 탐험관에서는 직접 위그선을 타고 거제도의 아름다운 해저를 탐험할 수 있어 아이들에게 인기이다. 2층 선박의 역사, 조선기술의 성장 과정, 미래의 첨단 조선기술을 살펴볼 수 있어 훌륭한 교육자료가 된다. 5층 전망대에서는 한려수도의 맑은 바다를 볼 수 있는데, 다른 곳과 달리 거제조선해양문화관 망원경은 무료로 이용할 수 있다.",,https://www.gmdc.co.kr,경상남도 거제시 일운면 지세포해안로 41,09:00~18:00 (발권·입장 마감 17:00),"매주 월요일 (단, 월요일이 공휴일인 경우 개관하고 그 다음 평일에 휴관) / 1월 1일 / 설·추석 당일",가능 (100대),,,,,,"[입장료]
- 성인 3,000원
- 중고등학생, 군인 2,000원
- 초등학생 1,000원
※ 무료
- 미취학 아동 / 국민기초생활수급자 / 국가유공자 / 장애인 등록증 소지자 / 다자녀 가정
※ 자세한 사항은 홈페이지 참고",출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),수유실 있음(1층),,장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,,,,,거제시민 / 단체(30명 이상) / 만 65세 이상 / 관광지통합이용권 이용자 / 상호협약체결시설 당일 입장권 소지자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화석찍기 / 색칠하기 / 바다풍경리스 / 등대만들기 / LED수족관 등
623,우두산 출렁다리(거창 Y자형 출렁다리),"우두산 출렁다리는 산의 형세가 소머리를 닮았다고 해서 이름 붙여진 우두산에 설치된 출렁다리이다. 특수 공법인 와이어를 연결한 현수교 형식으로 세 개의 다리를 Y자 모양으로 설치하였는데, 깎아지른 협곡을 세 방향으로 연결한 유일의 산악 보도교로 평가받고 있으며, 성인을 기준으로 동시에 230명이 건널 수 있다. 작은 금강산이라 불릴 만큼 아름다운 의상봉과 비계산 등의 명산을 둘러볼 수 있는 곳으로 다리까지 가는 길도 아름답고 폭포의 시원한 물줄기도 즐길 수 있는 산책길이다. 출렁다리가 있는 거창 항노화힐링랜드에는 건강한 산의 정기가 가득한 거창의 기운을 느낄 수 있다. 이곳에는 산림 휴양시설을 조성하여 체험, 숙박, 등산 등 관광객이 모든 것을 경험할 수 있는 힐링 관광지이다.",,http://healingland.foresttrip.go.kr,경상남도 거창군 가조면 의상봉길 832,"[하절기(3~10월)] 09:00~17:50
[동절기(11~2월)] 09:00~16:50",매주 화요일,가능 (소형 약 100대),"3,000원
※ 지역경제 활성화를 위해 일부 금액을 거창사랑상품권 또는 지역 특산물로 환급",,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,사천 바리안마을,"마을에서 직접 삼을 재배하여 마을 사람들이 협동으로 삼을 심고 베고 삼곳에서 찌고 껍질을 벗기는 작업을 공동으로 하는 두레가 아직도 맥을 이어가고 있으며 바리안베는 아주 고운 베를 나타내는 말로써 이 마을의 특징을 이미지화하여 만들어진 것이다. 아침저녁 기온차가 크며, 맑고 깨끗한 환경으로서 친환경농산물과 농촌진흥청에서 지도하는 최고 품질의 미질을 자랑하는 쌀의 생산지이며 고운 색깔의 감과 대봉이 주렁주렁 달려있는 아름다운 마을이다.",,"공식 홈페이지 http://www.woocheonbarian.com/
공식 인스타그램 https://www.instagram.com/barian2723",경상남도 사천시 사남면 사남로 587,"10:00~16:00
※ 주말 운영시간 협의가능","매주 주말
※ 협의 가능","가능 (대형 4대 / 소형 50대)
요금 (무료)",무료,,있음,,,,,,,도농교류체험관 / 야외체험관 / 삼베체험관 / 우천숲,,,,,,,,,,,,,,전 연령,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,쌀을 이용한 제빵체험 / 농사체험 / 탄소중립실천체험
625,아라마루 아쿠아리움,"경상남도 사천시에 위치한 아라마루 아쿠아리움은 총 수조 규모 4,300톤급으로 국내에서 네 번째로 큰 아쿠아리움이다. 부지면적 7,790㎡, 지상 1층·지하 2층 규모의 대형 시설로, 수달, 비버, 물개, 초대형 하마, 공룡의 후예 슈빌을 비롯한 약 400여 종의 포유류, 파충류, 어류 등 다양한 생물을 만나볼 수 있다. 국내 최초로 전시 동물들이 자연광을 받을 수 있도록 설계되어 생물 복지와 생태적 특성을 고려하였으며, 단순한 관람을 넘어 교육적 가치를 전하는 공간으로 운영되고 있다. 또한 동물원, 대관람차, 회전목마 등 가족 단위 방문객을 위한 야외 체험 공간도 마련되어 있어 더욱 풍성한 관람 경험을 제공한다.",,https://aramaruaquarium.com/,경상남도 사천시 사천대로 18 (대방동),09:30~18:00 (매표 및 입장 마감 17:00),연중무휴,가능,,,장애인 화장실 있음,,무료,"- 성인 27,000원
- 어린이, 경로 23,000원
※ 자세한 사항은 홈페이지 참조",출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,수유실 있음,,장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,,,,,,,,,음성안내버튼 있음(점자안내판),점자안내판 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,슈빌 생태설명회 / 수달가족의 먹이시간 / 바다사자 생태설명회 / 3D 상영관
626,수남유수지생태공원,"수남유수지생태공원은 건강백세공원이라는 별칭으로도 불리며, 계절에 따라 이동하는 철새들과 다양한 수생생물들이 서식하고 있는 유수지를 따라 바람언덕, 조류탐조대, 어린이모험놀이터, 도시숲 산림공원, 미로공원, 꽃 정원 등 다양한 테마를 가진 공원이 조성된 곳이다. 바람언덕에는 작은 풍차가 있어 공원의 아름다움을 더하며, 조류탐조대에는 망원경이 설치되어 있어 유수지 속 새들과 물고기를 관찰할 수 있다. 아이들이 직접 제작 및 감리에 참여하여 조성된 어린이모험놀이터는 주변에서 쉽게 접할 수 없는 놀이 기구로 구성되어 아이들의 활동 공간으로 안성맞춤이며, 미로공원을 포함한 다양한 종류의 수목들이 식재되어 있어 이용객들에게 다양한 볼거리를 제공하고 있다.",,경남고성군 문화관광 https://www.goseong.go.kr,경상남도 고성군 고성읍 수남리,상시 개방,연중무휴,가능,,가을엔 풍경이 더 아름답네요^^ 걷기 좋은 길이예요. 야외 놀이공간이 잘 구성되어 있어 아이가 좋아해요^^ 아이들 놀이터가 잘되어 있어 자주 오게 됩니다^^ 하루 놀다가기 좋아요!!,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,홍류동계곡,"가야산 국립공원에서 해인사 입구까지 이르는 4km 계곡으로, 가을 단풍이 너무 붉어서 흐르는 물에 붉게 투영되어 보인다고 하여 홍류동 계곡이라 한다. 주변 소나무 숲 사이로 흐르는 물이 기암괴석에 부딪히는 소리는 고운 최치원 선생의 귀를 먹게 했다 하며, 선생이 갓과 신만 남겨두고 신선이 되어 사라졌다는 전설이 있는 곳이다. 농산정과 최치원 선생의 시구를 새겨놓은 큰 바위가 있다. 홍류동 계곡에는 주요 문화재 자료인 농산정과 낙화담, 분옥폭포등 19명소가 있으며, 특히 농산정 맞은편에는 암각된 최치원 선생의 친필을 볼 수 있어 더욱 유명하다. 합천군에서 자랑하는 관광지 합천8경 중 제3경에 지정되어 있다.",,https://www.hc.go.kr,경상남도 합천군 가야면 가야산로 1502-9,상시 개방,연중무휴,가능,무료,홍류동계곡 진짜 시원하고 좋아요. 모기도 없고 근데 군데군데 깊은곳이 있어 조심해야해요.,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"가야산국립공원(홍류동,청량동지구)","1966년 6월 24일 사적 및 명승지로 지정되었으며, 1972년 10월 13일 국립공원 제9호로 지정되었다. 가야산국립공원은 전체면적 76.256㎢로 경상남도와 경상북도가 서로 잇대어 있는 곳에 있으며 우뚝 솟은 상왕봉은 일명 우두산으로도 불리며, 해발 1,430m의 위용을 자랑하고 있다. 이곳은 예로부터 해동의 10승지 또는 조선 팔경의 하나로 이름나 있는 곳이기도 하며, 우리나라 화엄종의 근본 도량으로 팔만대장경을 봉안한 법보종찰 해인사가 있는 곳이기도 하다.",,가야산국립공원 http://gaya.knps.or.kr,경상남도 합천군 가야산로 1200 가야산국립공원관리사무소,전화 문의,전화 문의,가능,,해인사를 품은 산이기에 수 많은 이야기를 품고 있겠지요. 2016년인가..산 속에 있는 마애불을 최초로 공개한다고하여 무작정 올랐다 엄청나게 고생한 기억이 나네요. 고찰 청량사위 남산제일봉으로 가는 산길은 새로운 등산을 안내해줄것입니다ㆍ하나하나 다른 기암들이 마주할것입니다ㆍ,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,해인사(합천),"해인사는 우리나라 3대 사찰의 하나로 신라 애장왕 3년에 순응, 이정 두 스님이 창건하였으며, 화엄경의 해인삼매에서 연유되어 법보종찰로도 유명하다. 고려 태조는 이 절에 머물렀던 희랑이 후백제 견훤을 뿌리치고 도와준 것에 대한 보답으로, 이 절을 고려의 국찰로 삼고 전지 500결을 하사했다. 해인사는 법보종찰이요, 화엄십찰의 하나이다. ‘해인’이란 화엄경의 ‘해인삼매’에서 유래된 것으로 해인사는 화엄사상을 천명하고자 이루어진 도장이다. 해인사를 우리나라 삼보사찰의 하나인 법보사찰이라 부르는 것은 해인사 대장경판전에 고려대장경판인 법보가 보관되어 있기 때문이다. 해인사에는 대장경판전, 대적광전, 명부전, 독성각, 응진전 등 많은 전당이 있다. 부속암자로서는 원당암을 비롯하여 홍제암, 용탑선원, 고운암, 간월암, 청량사 등이 있다.",,http://www.haeinsa.or.kr/,경상남도 합천군 가야면 해인사길 122,"09:00~17:30
※ 상시 변동으로 자세한 사항은 전화문의 요망",연중무휴,가능,무료,,장애인 화장실 있음,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 경사로가 있어 휠체어 접근 가능함,,,장애인 주차장 있음_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,한려해상국립공원(하동),"한려해상국립공원은 경남 거제시 지심도에서 전남 여수시 오동도까지 300리 뱃길을 따라 크고 작은 섬들과 천혜의 자연경관이 조화를 이루는 해양생태계의 보고이다. 상주·금산지구, 남해대교지구, 사천지구, 통영·한산지구, 거제·해금강지구, 여수·오동도 지구의 전체 면적은 535.676㎢이며 76%가 해상 면적이다. 가장 아름다운 바닷길로 이름난 한려해상국립공원은 71개의 무인도와 29개의 유인도가 보석을 점점이 흩어놓은 듯 아름답다.",,http://hallyeo.knps.or.kr,"경상남도 하동군 금남면 , 설천면 일대",상시,※ 기상여건에 따라 통제 가능,가능,무료,꼭 가볼것,장애인 전용 화장실 있음(면사무소 이용),,,,등대까지 접근 가능한 다리가 있음,,,,장애인 전용 주차구역 있음(4대)_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,금산(남해),"금산은 원효대사가 이 산에 보광사라는 사찰을 지은 뒤 보광산으로 불리어 왔으나, 고려 후기 태조 이성계가 이 산에서 백일기도를 드린 뒤 왕위에 오르게 되자 그 영험에 보답하는 뜻으로 영구불멸의 비단을 두른다는 뜻으로 금산이라고 부르게 되었다. 남산은 다도해에서 유일한 큰 체적의 화강암 산임에도 불구하고 토산 성격이 강해 남해안에서 가장 큰 규모의 낙엽수 군락을 이루고 있다. 전국의 3대 기도도량인 보리암이 위치하는 등 상징적인 의미가 많은 명승지이다.",,http://hallyeo.knps.or.kr,경상남도 남해군 상주면 보리암로 691,전화 문의,전화 문의,가능,,금산에 올라보면 300리 한려수도가 아름답게 이어지는 풍경이 그립다,있음,,,,,,,,,,,,,,,,"경형 2,000원
중소형 4,000~5,000원
대형 6,000~7,500
※ 정기버스 무료(정기주차 제외)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,금산 보리암(남해),"683년 원효대사가 이곳에서 초당을 짓고 수도하면서 관세음보살을 친견한 뒤로 산 이름을 보광산, 초당 이름을 보광사라고 했다. 훗날 이성계가 이곳에서 백일기도를 하고 조선 왕조를 열었다는데, 그 감사의 뜻으로 1660년 현종이 이 절을 왕실의 원당으로 삼고 산 이름을 금산, 절 이름을 보리암으로 바꿨다. 금산의 정상에 자리 잡고 있는 보리암은 금산의 온갖 기이한 암석과 푸르른 남해의 경치를 한눈에 볼 수 있는 아름다운 절이다. 경내에는 원효대사가 좌선했다는 좌선대 바위가 눈길을 끌며, 부근의 쌍홍문이라는 바위굴은 금산 38경 중의 으뜸으로 알려져 있다. 강원 양양군 낙산사 홍연암, 경기 강화도 보문사와 더불어 우리나라 3대 기도처의 하나로 신도들이 연일 줄지어 찾고 있다. 빼어난 경치와 남해의 금강, 동물 형상의 바위가 많아 바위동물원으로 불리는 금산. 쪽빛 바다와 초록빛 들녘의 조화를 내려다볼 수 있는 산으로 한려해상 국립공원의 아름다움을 만끽할 수 있는 금산 정상에 원효대사가 창건하였다는 우리나라 3대 기도처 중 가장 유명한 보리암이 있다.
또한 금산은 바위마다 불교에 얽힌 전설들을 간직하고 있고 보리암은 대장봉·형리암·화엄봉·일월봉·삼불암 등 기암괴석에 둘러싸여 있다. 상주마을 금산 입구에서 보리암으로 오르는 코스는 울창한 숲과 남해바다가 조화를 이루는 최고의 산행코스. 하룻밤 묵으며 금산서 일출을 보면 천지신명의 조화를 느낄 수밖에 없을 정도로 일출이 절경이다. 자동차로는 앵강고개를 넘어 이동면 벅시골에서 복곡저수지를 지나 금산 8부 능선까지 도로가 나있다.

(출처 : 남해 문화관광)",,"남해군 여행 https://www.namhae.go.kr/tour
국립공원공단 https://www.knps.or.kr",경상남도 남해군 상주면 보리암로 665,"- 동절기(11월~4월) 05:00~16:00
- 하절기(5월~10월) 04:00~17:00",연중무휴,가능,,,,,,,,,,,"장애인 주차장 있음(2대,제1주차장,장애인표지판)_무장애 편의시설",,,,"[개인]
- 1,000원
[단체]
- 800원
※ 자세한 사항은 홈페이지 참고",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,한려해상국립공원(남해),"한려해상국립공원은 1968년 우리나라 최초의 해상국립공원으로 지정되었으며, 공원의 범위는 남쪽 거제 지심도~여수 오동도에 이르며 6개 지구(거제, 통영, 사천, 하동, 남해, 여수 오동도)로 나누어진다. 전체 면적 535.676 ㎢ 중 해상 면적이 76%를 차지하며, 해양과 도서, 육지가 빚어내는 아기자기한 지형경관이 뛰어나 매년 100만 명 이상의 탐방객이 즐겨 찾고 있다. 거제는 10개의 유인도와 50개의 무인도가 있으며, 2/3가량이 한려해상 국립공원에 속한다, 명승으로 지정된 해금강을 비롯하여 대·소병 대도는 한려수도의 절경 중에서도 백미라 할 수 있다. 여차~홍포간 해안 도로를 따라 드라이브를 하면 다도해 절경을 감상할 수 있으며, 천장산, 노자산 정상에서는 시원스럽게 펼쳐진 한려해상의 다도해 절경을 만끽할 수 있다.",,http://hallyeo.knps.or.kr,경상남도 남해군 설천면 남해대로 4110-9,"상시 개방
※ 기상 여건에 따라 통제 가능 (자세한 사항은 홈페이지 참조)",※ 기상여건에 따라 통제 가능,가능,무료,"한려해상국립공원의 아름다움과 섬사람들의 삶을 느낄 수 있었고, 바다백리길 6개의 구간 각 코스는 저마다 독특한 매력이 있어서 좋았어요. 아름답지만 넓고 멀어서 시간을 많이 투자해야 가능",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
