place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,지정현황,입장료,review,체험가능 연령,화장실,이용 시기,주차 요금,이용요금,주요시설,접근로,장애인 주차 안내,휠체어,수용인원,규모,출입통로,엘리베이터,수유실,판매 품목,시설이용료,유모차,점자 홍보물,이용가능시설,주차요금,대중 교통,시각장애 기타상세,오디오 가이드,지체장애 기타 상세,유아용보조의자,개장기간,관람석,부대시설,보유장비,보조견 동반,대여안내,점자 블록,안내 요원,유도안내 설비,예약안내 홈페이지,강습안내,입점브랜드,객실,코스안내,자막 비디오 가이드,수화 안내,매표소,영유아가족 기타상세,체험
마천산산림욕장,"마천산산림욕장은 마천산, 성산 일대 숲길을 걸으며 산림욕을 즐길 수 있도록 조성되어 있다. 숲 속 쉼터, 체력단련장, 전망대, 숲 해설판 등의 편의시설이 잘 갖춰져 있다. 그 외에도 걷다가 마주하는 마천산 산림욕장 야생화 생태원 안내판 뒤쪽으로는 20여 종의 야생화가 있어 자연 학습에도 도움이 된다. 곳곳에 있는 안내판을 읽으며 산책하는 재미가 있다. 인근 지역에 사는 사람들뿐만 아니라 타 지역에서 찾아오는 관광객들도 많다.",,,대구광역시 달성군 다사읍 이천리 산25-2,상시 개방,연중무휴,"가능
요금 (무료)",,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구어린이대공원,"대구어린이대공원은 대구어린이세상의 외부시설이다. 이곳은 어린이들의 건강한 성장발달을 돕고 흥미유발과 꿈과 희망에 기반이 되는 공간으로, 어린이들의 희망, 꿈, 행복을 만들어 나가고 있다. 대구어린이대공원은 모험놀이터, 마운딩놀이터, 해오름마당, 어울놀이터, 숲 속쉼터, 숲 속모험놀이터, 꿈나무마당, 분수광장, 휴게쉼터, 잔디광장으로 구성되어 있다.",,,대구광역시 수성구 동대구로 176 (황금동),09:00~18:00,매주 월요일,"가능
요금 (무료)",,무료,아이있는 분들이 가시기에 딱인 곳이죠 한창 뛰어놀 나이의 아이들을 데리고 나들이 가기에 장소가 마땅찮은곳이 많은데 대구어린이대공원은 자연속에서 뛰어놀기에도 좋고 아이들이 직접 체험할 수 있는 과학탐구 체험장도 있어서 잠시 쉬며 체험하기에도 좋답니다 아이들의 체력적으로나 정서적으로 모두 즐길 수 있는곳이라 정말 추천해요 온 가족 모두 함께하기 좋은 장소니 꼭 한번 가보세요,,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,,,,주출입구는 턱이 없어 휠체어 접근 가능함,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,
달창저수지,달창저수지의 명칭은 달성군의 '달'과 창녕군의 '창'을 합성하여 만들었다. 이곳은 대구 달성군 유가읍과 경남 창녕군 성산면 일원에 위치하여 대구 지역의 관광명소로 뽑힌다. 4월이면 저수지 주변에 벚꽃이 만발해 많은 관광객이 찾는다. 달창저수지의 길은 나무데크로 조성되어 있어 편안하게 산책이 가능하여 경관을 여유롭게 둘러볼 수 있다.,,,대구광역시 달성군 유가읍 구례길 1,상시 개방,연중무휴,가능,,무료,편안하고 주위에 경관이 좋아서 가족과 나들이 가기 좋아요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
달성노을공원,"달성노을공원은 낙동강 자전거길 코스 중간에 있다. 이 덕분에 자전거 레포츠를 즐기는 사람들 사이에서 유명한 공간이다. 잠시 쉬어가기 좋고, 해 질 녘 노을이 내려앉는 풍경이 멋진 덕분이다. 주말이면 대구나 근교 지역에 사는 사람들이 많이 찾는다. 텐트를 설치하고 잠시 휴식을 취하기 좋다. 단, 야영이나 취사는 금지다. 간혹 낚시하는 사람들도 있는데, 달성노을공원은 원칙상 낚시를 금지하고 있다. 달성노을공원과 가까운 거리에는 달성보가 있다. 밤이 되면 경관 조명을 밝혀 화려한 야경을 선사한다.",,,대구광역시 달성군 논공읍 하리 899,상시 개방,연중무휴,"가능
요금 (무료)",,무료,강변이라 산책하기도 너무 좋아요. 밤에는 운치도 있구요. 달성노을공원 정말 애정하는 곳이에요! 아이들은 다양한 곤충보느라 정신 없고 산책로가 잘 되어있어 하루 머물기 정말 좋답니다! 밤에는 다리에 조명도 들어와서 이쁘기도 하고요~ 봄 가을엔 진짜 강추합니다!,,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,,,,주출입구는 턱이 없어 휠체어 접근 가능함,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,
2·28 민주운동기념회관,"1960년 대구의 8개 고교 학생들이 이승만 정권의 독재와 불의에 항거하기 위해 일어선 2·28 민주운동을 기념하고 그 정신을 계승 발전 시키기 위한 사업의 일환으로 2013년 2월 28일 개관하였다. 주차장(지하), 전시관(1층), 도서관(3층), 강의실(2층, 4층) 등의 시설을 갖추고 있다. 회관 1층에 위치한 2·28전시관은 2·28 민주운동의 배경, 전개, 계승에 관한 설명문과 관련 기념물이 전시돼 있다. 전시관 해설은 전화 또는 방문하여 신청이 가능하며 무료이다. 회관 3층에 자리한 도서관은 5만 2천여 권의 도서를 보유한 공공도서관이며 민주특화 자료를 포함한 전 주제분야의 자료 열람ㆍ대출, 정기간행물 및 신문 열람을 할 수 있다. 회관 2층, 4층 강의실에서는 민주운동 및 여러 주제와 관련한 강연을 개최하고 있다.",,http://www.228.or.kr/,대구광역시 중구 남산동 2113-10,"화요일~금요일 09:00~19:00
토요일~일요일 09:00~17:00",매주 월요일 / 공휴일,가능 (중형 13대),,,,,,,,무료,,출입구까지 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,,,,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),엘리베이터 있음,수유실 있음,,,,,,,,,,,,,,,,,,"점자블록 있음(주요시설 앞, 유도로)_시각장애인 편의시설",안내요원 있음,,,,,,,,,,,
수성패밀리파크,"대구 수성패밀리파크는 대구의 대표적인 가족 단위 놀이공원이다. 이곳은 넓은 녹지와 다양한 놀이시설이 조화를 이루어 가족들이 함께 즐길 수 있는 최적의 장소이다. 어린이들을 위한 안전한 놀이기구와 산책로가 마련되어 있어, 아이들이 자유롭게 뛰어놀 수 있다. 또한, 피크닉 공간과 바비큐 시설이 있어 가족과 친구들과 함께 소중한 시간을 보낼 수 있다. 수성패밀리파크는 계절마다 다양한 축제와 이벤트를 개최하여 방문객들에게 즐거움을 선사한다. 자연과 함께하는 여유로운 시간을 원한다면, 대구 수성패밀리파크가 제격이다.",,https://www.suseong.kr/,대구광역시 수성구 팔현길 88-40 (고모동),상시 개방,"연중무휴
※ 파크골프장은 월요일 휴무",가능 (전기차충전 가능),,무료,"어린이집에서 종종 가길래, 궁금해서 가족끼리 가봤더니 기대이상으로 뛰어놀기에 너무 좋았어요❤︎ 역시 놀이터와 잔디는 애들이 못참네요, 가볍게 나들이 하기에 너무 좋고 ! 근처에 롤러커피에서 아이스크림라떼 한잔하면 딱이예여",,장애인 화장실 있음,,,,,"문화시설 부지 넓음. 이동경로 폭 넓음
문화시설 특성상 휠체어, 전동 스쿠터 사용자 이용 쉬움.
내부 턱 없음.","장애인 전용 주차구역 주차 대수 : 4대(수성패밀리파크 주차장)
주변 휠체어 이용자 등이 이용할 수 있는 여유공간 없음.
문화시설까지의 거리 : 약 50m",,,,"출입통로 형태 : 상시 개방형.
출입통로가 넓어 휠체어, 전동 스쿠터 사용자 진입 쉬움.",,,,,,,족구장 / 축구장 / 농구장 / 인라인스케이트장 / 물놀이장 등,,,,,,,,,,,,,점자블록 있음(주요시설 앞)_시각장애인 편의시설,,,,,,,,,,,,
성당시장,"대구 도심을 여행하면서 들르기 좋은 시장이다. 대구의 남부에서 50년 이상 자리를 지켜온 유서 깊은 시장이다. 시장 내 상점에서는 대구의 지역 먹을거리를 판매한다. 돈가스, 국수, 생선회, 떡, 한과 등 다양한 맛집들이 들어서 있다. 구찌뽕국수가 유명하다. 주변 관광지로는 이월드, 두류벽화 마을, 두류공원, 대명 문화거리가 있다.",,,대구광역시 남구 성당로 196 (대명동),09:00 ~ 21:00,개별휴무,,,,,,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,,,,,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,"생선, 떡, 식육점, 국밥",,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,
수성시장,"수성시장은 1971년에 개설되어 현재까지 이어져 오고 있는 수성구의 대표 시장이다. 주변에 대규모 아파트 주거 단지가 있고, 대구 중심가와도 가까운 거리에 있어 접근성이 좋다. 인근에 지하철 3호선 수성시장 역이 있다. 수성시장 양옆에 동성시장과 태백시장이 함께 어우러져 있어 수성시장에 방문하는 고객들은 동성시장과 태백시장까지 방문하여 더욱 다양한 쇼핑을 즐길 수 있다. 수성시장에서 쇼핑하는 경우 시장 앞 도로변에 한 시간까지 주차가 가능하다.",,,대구광역시 수성구 들안로 285-57 (수성동2가),점포별 상이,매월 첫째주 일요일(일부점포 영업),,,,,,,,,,,,,,,,,,,"농·수·축산물, 음식점,공산품 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영선시장,"미군 부대 인근에 있어 미군 가족 방문이 많다. 먹거리가 다양해 많은 사람이 찾는다. 주변 관광지로는 이천동 99계단 벽화마을, 2.28민주운동기념회관, 대명공연거리, 봉산문화거리가 있다.",,,대구광역시 남구 중앙대로48길 36 (대명동),점포별상이,점포별상이,,,,,,,,,,,,,,,,,,,"떡, 침구류, 곡물",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한밤솔담길오토캠핑장,"솔담길 오토캠핑장은 경북 군위군 부계면에 자리 잡고 있다. 군위군청을 기점으로 약 26km 거리에 있으며, 자동차를 타고 경북 대로, 치산 효령로, 79번 지방도를 차례로 거치면 닿는다. 도착까지 소요 시간은 35분가량이다. 이곳은 폐교인 대율 초등학교에 캠핑장을 조성했다. 넓은 운동장과 아담한 학교의 풍경은 캠핑의 즐거움을 더한다. 캠핑장에는 카라반 5대, 글램핑 1동, 일반 야영장 31면을 마련했다. 카라반은 풀 옵션이고, 일반 야영장 사이트는 가로세로 8m 규모이다. 화로대, 전기, 무선인터넷을 이용할 수 있다. 캠핑장은 연중무휴 운영하며, 예약은 전화, 현장 접수, 온라인 실시간으로 받는다. 매점을 따로 운영하지 않지만, 가까운 거리에 슈퍼가 있어 필요한 물품을 구입하기에 어려움이 없다. 캠핑장 주변에는 군위 부계 한밤마을 돌담길, 군위 아미타여래삼존 석굴 등 관광지가 있어 연계 관광이 가능하다. 가까운 거리에 여러 음식점이 있어 마음에 드는 요리를 즐길 수 있다.",,http://cafe.naver.com/soldamgil,대구광역시 군위군 부계면 한밤8길 2,14:00~익일12:00,,주차가능,,,,,가능,,,"40,000원~190,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망","안전시설 설비사항 소화기:40, 방화수:10, 방화사:5, 화재감지기:20",,,,,,,,,,,,,,,,,,,,,,"전기, 무선인터넷, 장작판매, 온수, 물놀이장, 놀이터, 산책로, 운동장, 마트.편의점",,,"텐트, 화로대, 난방기구, 식기, 침낭",,,,,,,,,,,,,
청화산캠프,"청화산 캠프는 경북 군위군청을 기점으로 약 22㎞ 떨어진 청화산 자락에 자리 잡고 있어 숲 속 캠핑이 가능하다. 캠핑장은 자동차 야영장 4면과 카라반 12대를 갖추고 있으며 바닥 형태는 잔디다. 사이트 크기는 가로 15m, 세로 8m와 가로 9m, 세로 8m로 되어 있고 카라반 객실 내부는 침대, 탁자, 소파, 개수대, 가스레인지, 전자레인지, 냉장고, 화장실, 샤워장 등 일상생활에 불편이 없을 물품으로 채워져 있다. 사계절 내내 이용 가능한 캠핑장 주변에 상주, 의성, 구미가 있어 연계 관광을 즐길 수 있다.",,http://www.xn--zf4b72t2pb8vl6ub.com/,대구광역시 군위군 소보면 소보안계로 646-36,15:00~익일 12:00,,가능,,,,,가능,,,"50,000원~370,000원
※ 이용요금은 변동될 수 있으므로
홈페이지 참조 또는 전화 문의 요망","소화기: 14, 화재감지기: 12",,,,,,,,,,,,,,,,,,,,,,"전기, 무선인터넷, 장작판매, 온수, 물놀이장, 놀이터, 산책로, 운동장, 운동시설, 마트.편의점",,,,,,,,,,,,,,,,
대구 녹색에너지체험관,"녹색에너지체험관은 대구광역시 달서구 대천동에 위치한 환경 친화적인 교육 공간이다. 이 체험관은 지속 가능한 에너지와 친환경 기술을 주제로 다양한 전시와 체험을 제공한다. 방문객들은 신재생 에너지의 원리와 활용 방법을 배우고, 태양광, 풍력 등 다양한 에너지 기술을 직접 체험할 수 있다. 어린이부터 성인까지 모두 참여할 수 있는 이곳은 환경 교육의 장으로, 친환경 미래 사회에 대한 인식을 높이는 데 기여하고 있다. 녹색에너지체험관은 학습과 재미를 동시에 제공하는 공간으로, 가족 단위 방문객에게 적합한 장소이다.",,https://dco.energy.or.kr/green_tk,대구광역시 달서구 성서공단로 52 (대천동),09:00~18:00,주말 / 공휴일,"가능
요금 (무료)",,무료,녹색에너지 체험을 할수있고 의미있는 발걸음을 원하시는분들은 들리면 좋을것 같아요 아이들과 가기 좋은 곳입니다. 편한하게 방문하기 좋아요,,장애인 전용 화장실 있음,,,,,출입구까지 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음(4대)_무장애 편의시설,,,,주출입구는 단차가 없어 휠체어 접근 가능함,엘리베이터 있음,,,,,,전시관 / 체험관,,,,,,,,,,,,,,,,,,,,,,,,,
대구경북디자인진흥원,"대구 동구에 위치한 대구경북디자인진흥원은 DGDC대구경북디자인센터라고 부르기도 한다. 산업통상자원부 지정 디자인주도 혁신 전문생산기술연구소로 21세기 창조경영과 지식산업의 핵심인 디자인 산업을 육성하고 발전시키는 대구 경북권의 디자인 허브 역할을 한다. 지역 경제 활성화, 선진 디자인 인프라 구축, 인력 양성 등을 경영 목표로 삼고 있다. 동대구역과 인접해 있어 접근성이 뛰어나며 지역 학술 세미나, 전시장소로도 이용되고 있다. 동시통역 시설이 완비되어 있어 비즈니스와 문화예술을 한 곳에서 경험할 수 있는 디자인 비즈니스 콤플렉스이다. 대구경북디자인진흥원은 기업 지원, 일자리 창출 지원, 교육, 기타 등 여러 가지 분야의 사업들을 운영하고 있다.",,http://www.dgdp.or.kr,대구광역시 동구 동대구로 461 (신천동),09:00~18:00 (휴게시간 12:00~13:00),"매주 토요일, 일요일",불가능 (인근 공영주차장 이용),,무료,,,,,,,,출입구까지 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음(지하1~3층)_무장애 편의시설,,,,주출입구까지 단차가 없어 휠체어 접근 가능함,엘리베이터 있음(1층 엘리베이터를 이용하려면 계단을 올라가야해서 지하주차장에서부터 탑승해야함),,,,,,,,,,,,,,,,,,,점자블록 있음_시각장애인 편의시설,,,,,,,,,,,,
포레스트12,"포레스트12는 대구광역시 달성군 가창면에 있다. 대구광역시청을 기점으로 대봉교지하차도와 신천대교를 지나면 20분이면 도착한다. 이 곳은 리조트 스파밸리에서 운영하는 세 가지 스폿과 함께 있다. 호텔과 펜션 등 다양한 객실을 보유한 호텔드포레, 육각온천수를 사용한 워터파크 스파밸리, 교감형 생태동물원 네이쳐파크가 그것이다. 이 때문에 캠핑 외에도 다양한 즐길 거리가 있다. 캠핑장은 편백나무 숲으로 둘러싸여 있어 음이온과 피톤치드를 만끽할 수 있다. 이곳의 가장 큰 장점은 캠핑 장비 없이 몸만 가면 된다는 점. 텐트부터 침구류까지 캠핑에 필요한 모든 것을 갖추고 있다.
캠핑장 인근에는 자연 체험공원으로 유명한 힐크레스트 등의 관광지가 있으며, 대구의 명물로 떠오른 가창찐방골목이 있어 식도락의 재미도 느낄 수 있다.",,http://forrest12.co.kr/,대구광역시 달성군 가창면 가창로 891,15:00 ~ 익일11:00,,가능,,,,,가능,,,"80,000원 ~ 150,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",,,,,,,,,,,,,,,,,,,,,,,"전기, 온수, 트렘폴린, 놀이터, 운동장, 운동시설, 마트.편의점
소화기: 35",,,,,,,,,,,,,,,,
