place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,입장료,접근로,review,주차 요금,이용요금,체험,출입통로,장애인 주차 안내,엘리베이터,수유실,판매 품목,이용가능시설,주차요금,지정현황,체험가능 연령,유모차,휠체어,지체장애 기타 상세,입점브랜드,규모,대중 교통,주요시설,할인 정보,수용인원,오디오 가이드,시각장애 기타상세,관람석,점자 홍보물,보조견 동반,보유장비,안내 요원,시설이용료,부대시설,점자 블록,이용 시기,강습안내,청각 장애 기타상세,코스안내,영유아가족 기타상세
녹색에너지체험관 (광주전남지역본부),"세계는 지금 기후변화로 상징되는 환경위기와 고유가로 대표되는 자원위기에 동시에 직면하고 있다. 기후변화 문제는 연이은 기상재해를 유발하여 생태계 질서를 근본적으로 뒤흔들며 인류의 생존을 위협하고, 자원고갈로 인한 에너지 가격 급등과 화석연료 사용으로 인한 지구 온난화는 우리 경제와 환경을 동시에 위협하고 있다. 우리나라는 이산화탄소 배출 세계 7위(IEA, 2018 기준)이며, 세계 9위의 에너지 소비 수입국으로 우리나라 공급에너지의 94를 해외 수입에 의존하고 있기 때문에 에너지절약은 반드시 추진해야 하는 시대적 과제이다. 이에 발맞춰 녹색에너지체험관은 에너지절약이 왜 필요한지, 생활 속에서 실천할 수 있는 에너지절약은 무엇인지를 쉽게 이해하고 배울 수 있는 체험관이며, 화석에너지, 환경에너지, 신재생에너지 등 녹색에너지를 소개한다. 녹색에너지체험관은 에너지 접속존, 화석에너지와 기후변화, 에너지를 지켜라 존, 희망의 에너지 아크존, 유쾌한 녹색도시 존, LED 전시관으로 구성되어 있다.",,https://dco.energy.or.kr/green/,광주광역시 북구 첨단과기로 123,10:00~17:00 (점심시간 12:00~13:00),매주 주말 / 법정 공휴일,가능,장애인 화장실 있음(1층),무료,"출입구까지 턱이 없어 휠체어 접근 가능함(수동문,자동문)",,,,,,장애인 주차장 있음(공영 주차장)_무장애 편의시설,장애인 엘리베이터 있음,,,녹색에너지체험관,,,5세 이상,,,,,,"저상버스 운행(매월16,첨단23,첨단30,운림51)
한국 전자 통신 연구원 정류장 하차 바로 접근 가능",,,,,,,,,,관람 및 체험 도움 가능한 안내요원 있음,,,점자블록 있음(엘리베이터 앞)_시각장애인 편의시설,,,,,
승촌보오토캠핑장,"영산강 승촌보 캠핑장은 시내에서의 접근성이 아주 좋고, 유적공원부터 문화장터, 문화관, 자전거 길, 선착장, 축구장, 캠핑장 등등 다양한 볼거리와 즐길 거리를 갖추고 있어 당일치기로도, 1박 2일 캠핑 장소로 최적의 환경을 갖추고 있다. 2012년 개장했으며 9980㎡의 부지에 캠핑장 53면을 갖추고 있고 세척장, 화장실, 샤워장, 전기시설을 이용할 수 있다. 또한 화로대 사용이 가능해 바비큐 파티도 가능하다. 캠핑 외에도 즐길 거리가 많은 이곳은 넓게 펼쳐진 산책로에서 산책을 하거나 자전거길에서 영산강을 보며 나들이하기에도 좋다. 또한 영산강문화관에서 영산강과 승촌보에 대한 소개를 담은 전시를 볼 수 있고 전망대에서 탁 트인 풍경과 경치를 감상할 수도 있다. 운동을 좋아하는 이들에게도 이곳은 최적의 장소인데, 근처에 축구장이 있어 다양한 스포츠를 즐기며 친구, 가족들과 재미있는 시간을 보낼 수 있다.",,공식 홈페이지 https://camp.xticket.kr/,광주광역시 남구 승촌보길 90 (승촌동),14:00~익일 12:00,연중무휴,가능,있음,,,,,"15,000원~20,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",,,,,,,,,,,,,,,,,"안전시설 설비사항
소화기:28",,,,,,,,,,,전기 / 온수 / 놀이터 / 산책로,,,,,,
김용학가옥,"김용학가옥은 1917~1934년까지 하은 김희수(1861~1934)와 그의 아들 소하 김용학(1909~1987)이 대를 이어 살림집과 정원을 조성하여 여러 문인과 함께 교유한 곳이며 살림집과 정자가 언덕 위에 조화롭게 세워져 있다. 동서를 중심축으로 하여 고단삼문, 사랑채, 안채를 둔 주거와 그리고 이웃에 병행하여 역시 동서축으로 연못, 고단삼문, 하은정, 연파정 등 선조들이 유람상춘을 즐겼던 건물들로 배치되어 있다. 특히 건물 정면 및 측면에 지당을 두어 정원의 미를 더하고 있다. 동저서고 및 북저남고의 대지를 잘 적응시켜 돌계단을 놓아 각 건축물에 이르도록 하였으며 기단을 높게하여 하은정을 앉혔다. 언덕 위에 있는 동파정은 기단을 낮추어 전체적인 조화를 도모하였다. 마당 및 주위는 100년생 된 벚나무 등 상당한 수령을 가진 수목들이 많다. 주거공간의 왼쪽에 연못과 하은정을, 좌측 뒤에는 연파정을 동향으로 배치하여 자연과 조화를 이루도록 하였다. 사랑채는 정면 7칸, 측면 3칸의 팔작지붕 기와집이다. 평면형태는 중앙의 2칸 대청을 중심으로 좌우측에 온돌방을 배치하고, 후면을 손질하여 마루와 부엌을 증축하였다. 대청은 우물마루이며, 천장은 연등천장인데 연등천정에 보이는 마룻대 상량문에 정사윤이월이라 기록되어 1917년에 신축된 것임을 알 수 있다. 평면은 정면 7간 측면 3간이고 처마는 흩처마 팔작집 기와집이다. 구조형식은 석축기단을 90cm 정도 높게하여 손질한 둥근 초석을 놓고 두리기둥을 전퇴에 둘렀으며 전퇴 기둥머리를 주두로 처리한 점이 특이하다. 왼쪽 끝에 반 칸의 마루가 있어 남쪽으로 터진 담장 사이로 연못을 볼 수 있다. 살림집과 정원이 조화롭게 배치된 건축물로서 근대 광주 지역의 주거생활과 선비문화를 잘 보여주고 있으며 사용된 건축 부재가 건실하고 우수한 건축 기법을 지니고 있다.",,https://tour.gwangju.go.kr,광주광역시 북구 하백로29번길 24 (매곡동),,연중무휴,,,,,,,,,,,,,,,,광주광역시 민속문화재 (1989.03.20 지정),,,,,,,,,,,,,,,,,,,,,,,,,
양과동정,"양과동정은 향약의 시행처로 사용되었으며, 간원대라고도 불린다. 간원대는 양과동 출신들이 간원으로 많이 진출하였는데, 그들이 임금에게 올릴 상소를 이곳에서 논의했다고 하여 붙여진 것이다. 건립 연대는 정확히 알 수 없으나 조선시대로 추정된다. 구조는 정명 3칸, 측면 2칸이고, 옆에서 보면 사람 인()자 모양의 맞배지붕이다. 정자의 현판 글씨는 조선 후기의 문신인 우암 송시열(1607~1689)이 쓴 것이다. 정자의 내부에 양과동적입의서, 양과동정향약서 등 향약과 관련된 글들이 걸려있다.",,https://tour.gwangju.go.kr/,광주광역시 남구 양과동 166-1,상시 개방,연중무휴,,,무료,,,,,,,,,,,,,광주광역시 문화유산자료 양과동정 (1990.11.15. 지정),,,,,,,,,,,,,,,,,,,,,,,,,
환벽당 ·조대,"담양 가사문화권역에 있는 환벽당은 광주호 상류 충효 동쪽 높다란 언덕 위에 자리하고 있다. 나주목사()를 지낸 김윤제(15011572)가 낙향하여 창건하고 육영()에 힘쓰던 곳이다. 당호()는 영천자 신잠( )이 지었으며, 벽간당()이라고도 불렀음이 고경명()의 유서석록()에 기록되어 있다. 환벽당은 홍문관 교리, 나주 목사 등 13개 고을의 성주를 역임한 후 고향으로 돌아온 사촌 김윤제(1501~1572)가 창건하고 육영에 힘쓰던 곳인데, 송강 정철, 사하당 김성원 등이 대표적인 제자다. 환벽당 인근에 위치한 용소는 창계천의 깊은 물 웅덩이를 말한다. 이곳은 송강 정철에 대한 전설이 얽힌 곳이기도 하다. 전설에 의하면 환벽당에서 사촌이 낮잠을 자는데 꿈에 환벽 당 앞 용소에서 청룡이 하늘로 승천하는 것이었다. 꿈에서 깨어나 이를 괴이히 여겨 하인을 시켜 살펴보라 하였는데 어린 동자가 목욕을 하고 있었다. 이 동자가 바로 집안이 역적으로 몰려 피신하는 길에 잠시 쉬고 있던 송강 정철이다. 사촌이 송강을 불러 문답하는 중에 그 영특함에 놀라 자기 슬하에 두고 학문을 닦게 하여 송 강 나이 17세에 그를 외손녀 사위로 삼고 정철의 뒷바라지를 했다. 용소 옆에는 송강이 이곳에서 낚싯대를 드리우고 고기를 잡았다는 조대가 있다.",,https://www.heritage.go.kr,광주광역시 북구 환벽당길 10 (충효동),상시 개방,연중무휴,불가능,,무료,,,,,,,,,,,,,명승 광주 환벽당 일원 (2013.11.06. 지정),,,,,,,,,,,,,,,,,,,,,,,,,
학산사,"서창동 불임마을 팔학산 기슭에 위치해 있으며 임진왜란(1592) 때 왜적과 싸우다가 순절한 삽봉 김세근의 위업을 기려 제사 지내는 사우이다. 선조 25년(1592년) 왜적이 부산에 상륙하여 서울에 침입하는 선조(조선 14대 임금)가 환난을 피하여 의주로 몽진하였을 때 김공은 왜구의 침공을 예상하여 미리 사복시주부(정 6품) 벼슬을 사임하고 서창, 관래 세동 백마산 수련곡(속칭 수원골)에서 장정들을 모아 무술을 연마한 후 이들 3백여 명을 이끌고 영동과 화간의 적을 격파하고 금산의 중간지점에서 수일을 유진 하다가 왜의 대군과 만나 구전중, 와평들에게 중과부적으로 주장 고경명과 함께 장렬히 순절하였다. 광주 유림들이 그의 거룩한 넋을 주모하는 사우건립을 발의하여 1958년 본 학산사를 지어 매년 춘향(음 3월 22일)을 행하고 있다. (출처 광주광역시 서구문화관광)",,https://www.seogu.gwangju.kr/culture/,광주광역시 서구 불암길 82-100 (서창동),상시 개방,연중무휴,가능,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
너릿재공원,"너릿재공원은 광주와 화순 경계선에 있는 공원으로 너릿재 옛길과 유아숲이 함께 있는 곳이다. 너릿재 옛길은 1971년 너릿재 터널이 뚫리기 전까지 아주 오래전부터 광주와 화순을 잇는 연결도로로 2011년 4월부터 벚꽃길 조성, 배수로 정비, 사면정비, 차량통제, 순환산책로 조성, 편의시설 설치 등 환경을 훼손하지 않고 쾌적한 너릿재 명품숲길로 2012년 7월 재탄생하였다. 벚꽃과 수목이 울창한 치유의 숲으로 가족이 산책하기에 적합한 휴식공간이다. 또한 너릿재 유아숲은 도시의 어린이들이 계절별 자연의 변화를 몸소 체험하고 숲 교육을 통해 정신적, 신체적으로 건강하게 자랄 수 있도록 열린 체험 공간을 조성한 곳으로 숲 속 연못, 곤충 관찰대, 외줄 타기 체험장, 트리하우스 등 다양한 체험 시설과 휴식공간으로 구성되어 있다.",,https://tour.gwangju.go.kr/,광주광역시 동구 남문로 48-8 (선교동),상시 개방,연중무휴,가능,,무료,,벚꽃필때 가면 최고인곳이에요 벚꽃이 아주 이쁘게 피거든요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운천저수지,"운천저수지는 1951년 마륵동 농경지에 용수를 공급하기 위해 길이 420m의 제방을 쌓았고 금호, 상무지구의 대규모 택지개발 후 악취와 해충 문제로 매립될 위기에 처했으나 1995년부터 오, 폐수를 차단하고 맑은 물을 공급하여 저수지와 주변 공간을 자연생태공원으로 조성하였다. 저수지를 두른 산책로와 조형물, 분수, 지압로, 정자 등을 이용할 수 있다. 자연을 만끽할 수 있는 공간으로 재탄생한 이곳은 현재 시민들의 산책 명소로 알려져 있다.",,,광주광역시 서구 운천로 165 (쌍촌동) 일대,상시 개방,연중무휴,가능,장애인 화장실 있음_무장애 편의시설,,출입구까지 턱이 없어 휠체어 접근 가능함,"여자친구랑 잠깐 만나기 전에 시간이 남아서 오랜만에 방문했습니다. 날씨도 좋고 바람도 선선해서 사람들이 꽤나 있더라구요 근처에 음식점도 많고, 데이트 코스로도 간단히 좋을 것 같습니당 지금 오시면 벚꽃 예쁘게 보실 수 있어요 연인끼리 나들이 하고 좋은 장소에요 데크길은 공사중이라 가보진 못했는데 벚꽃 필때 다시 한번 가보고 싶네요 가볍게 운동하기 좋아요 나무가 많아서 어느 계절이든 사진 찍으면 잘 나오는 명소 입니다. 특히 봄에 벚꽃이 장관이에요. 봄에 가시면 벚꽃이 만개해서 사진찍기도 좋고, 산책하기도 너무너무 좋아요. 운천저수지가 상무지구 앞에있어서 좀 의아해했어요 상권들이 가득한 상무지구에 운천저수지 밥먹고 친구들과 커피들고 산책하는데 너무 좋더라구요. 중간중간 벤치에 앉아 있다보면 자연스레 힐링도되더라는요. 도심에 있는운천저수지는 산책하기 좋아요 밤에 가도 예쁩니다 특히 봄에 벚꽃보러 꼭 가야해요 봄이면 벚꽃이 만개해서 꽃사진 찍으러 꼭 가요. 세바퀴 돌면 운동효과도 커서 운동코스로 좋고 밤이면 조명길 따라 데이트코스로도 좋아요 근방에 상무지구 먹자촌이 잘 형성되어 있어요 상무지구 초입에 있는 운천저수지가 지금은 공사중이지만 항상 힐링을 도와주는 효자 공간입니다 4계절 내내 볼거리로 가득하고 예뻐요 공사가 끝나고 예뻐질 그 곳이 기대되요 광주 도심에 운천저수지가 있어서 사람들 많이 오는곳이에요. 주말이라 사람들 진짜 많았어요. 벚꽃이 이쁘게 피었어요. 저수지 물이 없어서 아쉬었어요. 산책하기 좋아요. 벚꽃 명소 운천저수지 나들이 갔다왔어요. 산책겸 벚꽃 구경하기 좋은곳이에요. 사람 많고 사진찍기 좋아요. 벚꽃이 넘 이쁘네요. 주차시설이 부족해서 아쉬워요.",,,,주출입구는 턱이 없어 휠체어 접근 가능함,,,,,,,,,,,,,,,,,,,,,,,,,,,점자블록 있음(화장실 입구)_시각장애인 편의시설,,,,,
KBC 광주방송,"광주종합버스터미널 맞은편에 있는 KBC 광주방송은 1995년 5월에 TV 방송국을, 1998년 2월에 FM 라디오 방송국을 개국하였다. 한일 월드컵 중계와 함께 디지털 TV 시험국을 운영하였고, 11월 디지털 TV 방송국을 개국하였다. 2011년 8월 HD TV 제작센터 디지털 시설화를 완료하여 모든 프로그램을 HD로 제작하여 방영하고 있다. 2019년 7월 8일에는 광주광역시 남구 서동에서 서구 광천동으로 사옥을 이전하였다. KBC광주방송 신사옥은 DLP 화면을 갖춘 뉴스 스튜디오를 갖추고 있으며, 건물 외벽에 설치된 대형 전광판으로 다양한 정보를 제공한다. 민간 방송으로는 DLP 뉴스 스튜디오, 라디오 오픈 스튜디오, 첨단 디지털 제작 시스템을 갖추고, 고품질의 콘텐츠 서비스를 제공하고 있다.",,http://www.ikbc.co.kr,광주광역시 서구 무진대로 919 (광천동),※ 자세한 사항은 전화문의 요망,※ 자세한 사항은 전화문의 요망,,장애인 전용 화장실 있음,무료,출입구까지 단차가 없어 휠체어 접근 가능함,kbc 광주방송국을 다녀왔습니다. 기존 남구에 있던 방송국이 서구 터미널있는곳에 위치를 옮겨서 버스로 갈때 교통이 편리했습니다. 별도 입장료 없이 방송국 내부를 구경했습니다. 라디오오픈스튜디오와 자체 제작 방송 프로그램을 눈으로 볼수있어 기대이상의 시너지를 느꼈습니다 즐거운 방송국 견학이 되었습니다 다음번에 또가고 싶습니다,,,,주출입구는 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴파크 광산점,광주광역시 광산구 용진산 아래 지산저수지가 내려다 보이는 곳에 위치한 휴파크 광산점은 국민여가 친환경 오토캠핑장이다. 도심 속 작은 힐링 장소로 일상에 지친 사람들이 아름다운 환경에서 휴식을 즐길 수 있도록 카라반 4인용과 6인용이 준비되어 있다. 1인 기준은 만 5세 이상부터이며 숙박료는 선결제로 이뤄지고 그 외에 바비큐나 장작 등 이용은 현장 결제로 이루어진다.,,http://gs.hupark.com/,광주광역시 광산구 탑동길 345 (지산동),15:00~익일 11:00,연중무휴,가능,,,,가격이싸고 조용해요 근데 물이 쓰다가 뜨거운물이안나와요 근데 가성비최고예 요 깨끗하구요 가보고싶에요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[카라반 4인용]
- 성수기 (주중) 80,000원 / (주말) 100,000원
- 비수기 (주중) 60,000원 / (주말) 80,000원
[카라반 6인용]
- 성수기 (주중) 100,000원 / (주말) 120,000원
- 비수기 (주중) 80,000원 / (주말) 100,000원",,,,,,,
