place,info,문의 및 안내,주소,이용시간,휴일,주차,입장료,review,홈페이지,이용요금,화장실,이용가능시설,시설이용료,체험가능 연령,판매 품목,입점브랜드,주차 요금,지정현황,접근로,출입통로,보조견 동반,규모,주차요금,영업시간,대표메뉴,취급메뉴,부대시설,주요시설,이용 시기,휠체어,체험,할인 정보,장애인 주차 안내,엘리베이터,유모차,점자 블록,점자 홍보물,보유장비,대여안내,코스안내,안내 요원,수유실,지체장애 기타 상세,수용인원,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,바비큐장여부,세미나실 여부,객실,뷰티시설여부,노래방 여부,사우나실 여부,대중 교통,관람석,오디오 가이드,매표소,강습안내,수화 안내,시각장애 기타상세,자전거 대여 여부,휘트니스 센터 여부,공용 샤워실 여부,공용 PC실 여부,스포츠 시설 여부,개장기간,영유아가족 기타상세
사회복지법인 평화의마을,"평화의 마을은 2012년 HACCP우수운용장업장선정, 2013년 로하스 최우수상 및 우수상선정, 2013년 IFFA육가공박람회 금메달 6개를 수상한 업체이다. 청정제주도의 흑돼지와 생야채를 주원료로 무보존료, 무색소, 무인공조미료, 무대두단백, 무아질산나트륨을 20년여간의 고집스러운 장인정신으로 지켜내며, 좋은 사람들이 만들어가는 좋은 먹거리를 생산하는 수제 햄과 수제소시지를 생산하는 사회적 기업이다.",,제주특별자치도 서귀포시 대정읍 중산간서로 2195-12,09:00~18:00,주말 / 공휴일,,,,www.peacevil.org,,,,,,수제 소시지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
바당수산,"제주특별자치도 제주시 서부두수산시장에 위치한 제주 바당수산은 신선한 해산물을 판매하는 수산가게이다. 이곳은 제주 바다에서 직접 잡은 다양한 생선과 해산물을 제공하며, 최고 품질의 신선한 해산물을 손쉽게 구매할 수 있는 장소이다. 제주 바당수산은 생선, 오징어 등 다양한 해산물을 판매하며, 온라인 주문 후 택배로도 수령이 가능하다. 이를 통해 제주에 직접 방문하지 않아도 신선한 해산물을 집에서 편리하게 받아볼 수 있다.",,제주특별자치도 제주시 임항로 49,06:00~18:00,연중무휴,가능,,,,,,,,,각종 해산물 / 지역특산품 / 가공식품 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수목원테마파크(아이스뮤지엄),수목원테마파크(아이스뮤지엄)는 날씨에 상관없이 즐길 수 있는 실내 공간으로 1년 내내 다양한 얼음조각과 시원하고 스릴 넘치는 얼음 썰매를 즐길 수 있다. 이색적인 공간과 더불어 세상에 없던 재미를 선사하는 짜릿한 가상 현실 VR 체험 등 다양한 즐길 거리가 있다. 테마파크 주변으로는 대한민국 최초의 소나무 숲 안에 조성된 자연 그대로의 형태를 갖춘 야시장과 LED 공원 주변으로 다양한 먹거리와 여행 중 피로를 풀어 줄 족욕 체험도 있어 제주 자연을 느낄 수 있는 도심 속 작은 휴식처로 관광객들에게 다양한 콘텐츠를 제공하는 제주 최대 규모 복합 관광지이다.,,제주특별자치도 제주시 은수길 69,"09:00~19:00(입장 마감 18:00)
※ 수목원야시장, LED공원 18:00~22:00","연중무휴
(단, 수목원길야시장 우천시 휴장)","가능 (약 대형 30대, 소형 100대)","- 일반 15,000원
- 청소년/소인 14,000원
- 36개월 미만 무료
※ 상세 체험 요금 홈페이지 참조","작년 여름에 방문했었는데요. 한여름 8월이였는데 아이스뮤지엄은 냉장고 속에 들어간거 같이 시원하다 못해 춥더라구요. 얼음 썰매도 타고 vr체험도 하고 트릭아트 전시장에서 사진도 많이 찍고 왔네요 제주 여행 중 비 오는 날 실내에서 다양한 재미를 누릴수 있는 곳이었답니다. 얼음썰매도 타보고, 얼음조각 전시장에서 예쁜 사진 찍고이글루도 들어가 보고, 짜릿한 VR체험도 하고, 5D영상관에서 포세이돈 나오는 애니메이션도 한편 보고, 착시아트 전시관에서 사진찍느라고 바빴답니다.",http://www.sumokwonpark.com,,장애인 화장실 있음,,,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,,,무료,,,,,,,대여가능,,,장애인 주차장 있음(4대)_무장애 편의시설,장애인용 엘리베이터 있음,대여가능,점자블록 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주칠성로상점가,"칠성로는 예로부터 조성된 제주의 전통 상권이며, 쇼핑의 거리이다. 제주의 명동 패션의 1번지로 통하는 이곳의 명칭은 북두칠성에서 유래하여 별모양 조명시설과 물놀이를 즐길수 있는 산지천 음악분수대가 있으며 젊은이들에게 데이트 공간으로도 많은 사랑을 받는 곳이다. 인근에 흑돼지거리와 산지천 동문시장이 있으며 중앙지하상가를 인접하고 있다.",,제주특별자치도 제주시 관덕로13길 12 (일도일동),06:00~22:00,연중무휴 (매장마다 상이),가능,,,,,장애인 화장실 있음(칠성로 상점가 고객센터),,,,"스포츠의류, 신발, 잡화, 가방, 의류 등",,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,동반가능_시각장애인 편의시설,약 450개 점포,,,,,,,,,,,장애인 주차장 있음(칠성골 공영주차장)_무장애 편의시설,,대여가능(칠성로 상점가 고객센터),,,,,,,수유실 있음(칠성로 상점가 고객센터),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서귀포유람선 뉴파라다이스호,"서귀포 70리 유람선은 서귀포 70리란 말의 유래에서도 알 수 있듯이 서귀포항을 중심으로 한 해안 절경과 여러 개의 섬들로 이루어진 제주도 내 최고의 비경을 감상할 수 있으며, 세계적인 해상 관광지로 소문이 나 외국의 국빈이 제주도 방문 시 관광하는 필수코스로도 유명하다. 특히 뉴 파라다이스호는 고급 시설과 규모를 갖춘 유람선으로, 제주 해상 관광을 즐길 수 있어 단체관광은 물론 신혼여행, 특히, 어린이를 동반한 가족단위 여행객들에게 인기 있는 관광 프로그램으로 자리 잡아 가고 있다.",,제주특별자치도 서귀포시 남성중로 40 (서홍동),"11:30 / 14:00 / 15:20
※ 기상 또는 현지 사정으로 운항시간이 변경 및 취소될 수 있어 사전예약 필수","연중무휴 (단, 태풍주의보시 휴항)",가능,,"유람선은 어느섬이든 서귀포 유람선이 최고네요 날씨도너무좋았고 파고도 거의 장판이였고 오랜만에 서귀포갔더니 몇년전 해설해주신분과 바뀌었더라구요 새로오신분도 너무 좋았습니다 해설해주시는분 입담이 장난아닙니다 제가갔을때는 날씨도 너무좋아서 배멀미도없고 장관이 펼쳐졌어요 부모님도 저도 애기들도 만족 아름다운 제주바다와 섬들을 가까이 볼 수 있는 유람선 관광이었어요. 날이 좋아야만 들어갈 수 있다는 천연기념물 범섬 동굴 가까이 가서 보니 우와소리가 절로 나와요. 유쾌한 해설까지 곁들여진 신바람 나는 유람선 관광이었어요 제주 오시면 꼬옥 타보시길 추천드려요. 제주 투어패스권 이용해서 해상공원 이용료만 추가 지불하고 저렴하게 탔어요. 바닷바람도 너무 좋고, 선장님 말씀도 너무 유쾌하고 즐거웠습니다. 제주패스 있으면 추가요금 만원으로 유람선 탑승 가능합니다. 가이드분 설명도 자세히 잘 해주시고 유머러스해서 재미있었습니다. 바다도 예쁘고요. 다만 중년 관광객 분들의 대화 소리가 지나치게 커 설명을 듣질 못했습니다. 유람선 타서 풍경은 안보고 대화만 하시더라고요.. 탑승객들 연령대를 확인하고 타시기를 추천드립니다.",http://seogwicruise.fortour.kr/,,장애인 전용 화장실 있음(주차장 화장실),,"[승선요금]
- 대인 16,500원
- 청소년 (중/고등학생) 11,000원
- 소인 (6세~초등학생) 9,500원",,,,,,출입구까지 단차가 없어 휠체어 접근 가능함,주출입구는 단차가 없어 휠체어 접근 가능함,,,,,,,,,,,,,장애인 전용 주차구역 있음_무장애 편의시설,,,,,,,,,,유람선 탑승 시 전동휠체어 불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중문농수산 / 중문농수산영농조합법인,"중문농수산은 생산자가 직접 재배하고 유통해 더욱 믿을 수 있는 곳으로 청정제주의 신선한 상품을 판매하고 있다. 옥돔, 갈치, 고등어, 한라봉 등을 판매하고 있다. 매 시즌마다 맛있는 귤을 선보이며, 제주 앞 바다에서 나는 가장 신선하고 맛있는 수산물들을 선보이고 있다.",,제주특별자치도 서귀포시 천제연로 355,08:00~19:30,연중무휴,가능,,,www.instagram.com/jungmun_farm_official,,,,,,"옥돔, 갈치, 고등어, 한라봉 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맥파이 브루어리,"경리단길 골목서 동네 친구 4명이 맥주를 마시다 시작하게 된 사업이 바로 맥파이 브루잉 컴퍼니이다. 피맥집으로도 유명한 맥파이는 물 좋고 공기 좋은 제주도에 양조장을 두고 있다. 맥파이 제주 양조장투어는 예약 없이도 가능하나, 인원이 많다면 사전 예약을 추천한다. 예약은 이메일과 전화로 접수할 수 있다. 또한 시간대별로 총 4번 주말에만 투어가 가능하니 참고하자. 이곳에서는 맥주가 만들어지는 모든 과정을 처음부터 끝까지 직접 확인할 수 있으며, 투어를 위해 따로 마련된 전시장이 아니기 때문에 양조설비 사이를 직접 돌아보며 설명을 듣고 질문을 할 수 있다. 1인당 지급하는 참가비에는 투어를 포함해 맥주 한 잔 가격이 포함되어 있다. 현장결제만 가능하며, 만 8세 미만의 아동은 입장이 불가하다. 이밖에도 수제 맥주에 관한 다양한 교육 프로그램을 진행하고 있다. 맥주뿐만 아니라 맥주에 담긴 문화를 함께 나눌 수 있는 프로그램도 제공하고 있어 맥주를 좋아하는 사람들에게 인기 있는 양조장이다. 탑동에 맥파이 펍이 있으니 서귀포까지 가는 길이 멀다면 가까운 시내에서 간단하게 맥파이 맥주를 한 잔 즐겨보자. (출처 제주 문화관광 홈페이지)",,제주특별자치도 제주시 동회천1길 23,"- 평일 12:00~20:00
- 주말 12:00~21:00","매주 월요일, 화요일",가능,,이전에 양조장 투어룰 했었는데 너무 신기했어요. 맥주들도 다들 맛있어요,www.magpiebrewing.com,,,,"5,000원~15,000원",만 8세 이상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하도어촌체험마을,"하도마을은 아직 개발의 손이 닿지 않아 대중들에게는 많이 알려지지 않은 마을이지만 천연기념물 토끼섬 문주란 자생지, 세계적 희귀조류인 노랑부리저어새황새, 백로, 가마우지류 등 수십종의 철새가 날아드는 하도철새도래지, 왜구침입을 막기위해 조선시대 축조된 제주특별자치도 기념물 별방진과 해녀들의 삶과 애환,풍습들을 한 눈에 볼수 있도록 전시된 해녀박물관, 눈부시게 아름답고 깨끗한 푸른바다의 하얀백사장 하도해수욕장, 우도를 벗삼아 정면에 정면에 자리하고 있어 가장 제주적인 바다문화와 바다풍경을 체험하고 만끽할수 있는 전형적인 어촌마을이다.",,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,"09:00~17:00
※ 전화문의 요망",연중무휴,가능,"무료
※ 체험비 별도",,http://www.하도어촌체험마을.kr,,있음,,,3세 이상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주민속식품(사월의 꿩),"제주민속식품은 제주도 전통건강음식 꿩엿을 현대화·대중화 하기위해 1995년에 설립되어 청정제주의 참맛을 알리는데 힘쓰고 있다. 사월의꿩 교육농장은 옛날부터 건강식으로 만들어 먹는 제주의 대표적인 전통음식인 꿩엿에 대해 알리고 초, 중, 고 ,일반 등 교육과정과 연계한 교육체험 프로그램을 운영하고 있다. 식당(성불오름가는길)에서는 꿩요리를 하고 있다.",,제주특별자치도 제주시 구좌읍 번영로 2178,09:10~17:00,명절,가능,,,http://www.kyjeju.co.kr,,,,,,꿩엿,,,,,,,1300평,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이나믹 메이즈 제주,"다이나믹 메이즈는 여럿이서 협동하여 장애물을 뛰어넘고, 순발력과 집중력을 필요로 하는 미션을 수행하면서 미로를 탈출하는 실내 놀이 공간이다. 커다란 미로 공간 속에서 벽을 타고 올라가고, 촘촘한 밴드를 탈출하는 등 다양한 장애물을 넘어 탈출해야 한다. 2015년 7월, 인사동에 선보인 이후 수많은 국내외 고객들로부터 사랑을 받은 다이나믹 메이즈 는 2016년 3월 강원도 속초와,제주도 성읍에도 문을 열었다.",,제주특별자치도 서귀포시 표선면 번영로 2644,09:00~18:00 (입장마감 17:00),연중무휴,,"16,000원",아이들이 정말 좋아해요,www.dynamicmaze.com,,장애인 화장실 있음,,,만 6세 이상,,,,,출입구까지 경사로가 설치되어 있음(수동문),주출입구는 턱이 없어 휠체어 접근 가능함,,,무료,,,,,,,,,,장애인 주차장 있음(4대)_무장애 편의시설,,,,,,,,안내요원 있음_시각장애인 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중문색달해수욕장,"중문색달해수욕장은 아름다운 해안 풍경과 야자수의 이국적인 모습을 가진 해변으로 중문관광단지에서 시작해 천제연폭포와 대포주상절리와 이어지는 곳에 있다. 해변의 길이가 약 560미터에 달하는 활처럼 굽은 백사장으로 해마다 100만 명이 넘는 사람들이 다양한 해양 스포츠를 즐기기 위해 몰려든다. 본래는 진모살이라고 불렸는데 긴 모래 해변이라는 뜻이다. 이곳의 모래는 흑색, 회색, 적색, 백색 4가지가 섞여 있어 해가 비추는 방향에 따라 해변의 색깔이 달라 보이며 제주도 특유의 검은 돌인 화산석과 아름다운 조화를 이루고 있다. 다른 해수욕장보다 파도가 잦고, 높은 편이라 서퍼들에게 인기가 많고, 국내의 가장 큰 규모의 국제 서핑 대회가 매년 6월에 개최된다. 이 밖에도 수상스키, 윈드서핑, 스쿠버다이빙, 제트보트 등 함께 즐길 수 있는 수상 레저 활동이 많아 수상 레저 마니아들이 좋아하는 해변으로 알려져 있다. 1999년 환경운동연합이 실시한 수질환경성 조사 결과 전국 44개 해수욕장 가운데 최고의 청정 해수욕장으로 꼽히기도 했다. 색달해변이 한눈에 보이는 쉬리의 언덕은 이곳의 또 다른 명소로 영화 쉬리의 마지막 장면의 촬영지이기도 하며 제주에서 가장 아름다운 일출과 일몰을 볼 수 있는 장소이다.",,제주특별자치도 서귀포시 색달동,,"연중무휴
※기상 상황에 따라 통제 가능",가능,,"색달해수욕장.. 여름엔 서퍼들이 가득했을 것 같은 해수욕장. 지금은 고운 모래사장과 파란 바다와 하얗게 부서지는 포말만이 반겨준다. 위쪽에서 좌우로 바라보는 경치는 가히 절경이어서 '아' 감탄사만 연발했다. 매해 8월 여름휴가를 중문단지로 갑니다. 분위기 내며 서핑하기에 참 좋아요 파도도 많이 치는 곳이라 서퍼들이 많아요. 가족 단위가 많아 아이들이 모래치고 장난치고 분위기 좋은 곳입니다. 바람이 많이 불어 오래 있지는 못하겠더라고요. 뷰는 최고 파도도 많이 불어서 서핑하기에 아주 좋은 해변이에요 해변앞에 가면 서핑가게들이 많이 있어요 파도가 좀 있어서 수영할때 주의해야 하고 색달해변위에 올라가면 트와이스 알콜프리 뮤비 촬영한 카페도 있어서 그위에서 색달해변을 즐겨도 멋있어요 아침일찍 방문했는데 사람도 없고 한산한게 넘 좋더라구요 맨발로 모래사장을 몇번씩 왔다리 갔다리 중문관광단지 안에 있어 접근성이 용이하고 아침 산책코스로 굿입니다. 서핑으로 유명한 중문색달해변 주변에 예쁜 카페들도 많고 여름에 이곳에서 요트투어도 했는데 너무 좋았어요 너무 아름다운 해변입니다 밤에 가서 걷기에도 낭만이 있어요 넓어서 돗자리 피고 노을 지는 거 보기에 좋아요 밤에도 호텔 불빛 때문에 완전 컴컴하지는 않아요. 곽지해수욕장은 아이들이 물놀이 하기에 좋고, 중문해수욕장은 파도가 높아서, 평소 수영을 잘하는 어른들이나, 여름에 서핑을 즐기기에 좋은 바다예요 근처에 해녀분들이 바다에서 잡아온 싱싱한 해산물을 판매하시니, 바다를 배경삼아 맛있는 해산물도 먹어보길 추천합니다 산책, 물놀이 하기 좋은 중문의 대표 관광지. 파도가 꽤 높고 크고 세서 물놀이 안전사고에 유의해야 해요. 튜브에 몸을 맡기고 파도를 타면 두둥실 재밌어요. 색달해변 주차장에서 나무데크 따라가면 나오는 해안산책로 풍경이 예술이에요",http://www.visitjeju.net/,,장애인 전용 화장실 있음(주차장 공중화장실),,,,,,,,해변가까지 접근 가능한 경사로가 설치되어 있으나 모래가 있음(경사로 중간에 낮은 턱의 단차가 있음),,,,"- 평상시 : 무료
- 해수욕장개장시(7~8월) : 3,000원",,,,,,,,,,"장애인 전용 주차구역 있음(2대,퍼시픽랜드 옆)_무장애 편의시설",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
